w0,w1,w2,n
hunchouen,cuando,llego,1
hunchouen,era,que,1
hunchouen,era,tocar,1
hunchouen,eran,grandes,1
hunchouen,fueron,vencidos,1
hunchouen,la,madre,1
hunchouen,les,dijeron,1
hunchouen,por,hunahpu,1
hunchouen,se,los,1
hunchouen,volvieron,bailando,1
hunchouen,y,al,1
hunchouen,y,en,1
hunchouen,y,se,1
hundir,el,azadon,1
hunhunahpu,,</s>,7
hunhunahpu,,asi,1
hunhunahpu,,era,1
hunhunahpu,,hunbatz,1
hunhunahpu,,que,2
hunhunahpu,dirigiendose,a,1
hunhunahpu,e,lxbalanque,1
hunhunahpu,habia,engendrado,1
hunhunahpu,no,volvio,1
hunhunahpu,que,estaba,1
hunhunahpu,se,fue,1
hunhunahpu,y,enterraron,1
hunhunahpu,y,tirando,1
hunhunahpu,y,vucub,4
hunhunahpu,y,vucubhunahpu,11
huntoh,,que,1
huqui,nuestras,caras,1
huracan,,</s>,5
huracan,,chipicaculha,5
huracan,,de,1
huracan,,tepeu,1
huracan,,tu,1
huracan,,vinieron,1
huracan,a,los,1
huracan,y,tu,1
huracantucur,,caquixtucur,1
huracantucur,tenia,solamente,1
hurto,el,fuego,1
huyeron,todos,los,1
i,,,2
ia,superficie,de,1
iba,caminando,,1
iba,caminando,aprisa,1
iba,derecho,al,1
iba,para,un,1
iba,subiendo,,1
ibamos,entrando,boca,1
iban,a,depositar,1
iban,a,fortificar,1
iban,a,llevarles,1
iban,a,matar,1
iban,a,ofrecer,1
iban,a,picarles,1
iban,a,presentar,1
iban,a,sacrificar,1
iban,a,vencer,1
iban,a,verlos,1
iban,acompanados,de,1
iban,alegres,,1
iban,caminando,,2
iban,cargando,la,1
iban,diciendo,entre,1
iban,dorando,al,1
iban,haciendo,ruido,1
iban,jugando,tras,1
iban,para,la,1
iban,para,que,1
iban,reuniendo,y,1
iboy,,armadillo,1
icoquih,,,1
icoquih,,que,2
id,,les,1
id,,pues,1
id,</s>,</s>,1
id,a,aquella,1
id,a,bajarlos,1
id,a,juntar,1
id,a,lavar,1
id,a,llamar,1
id,a,llamarlos,1
id,a,traemos,1
id,a,verles,1
id,alla,,1
id,alla,para,1
id,todas,a,1
id,y,decidles,1
ida,,</s>,1
ida,a,xibalba,1
identificaron,,y,1
ido,a,divertir,1
ido,a,jugar,1
ido,a,pedir,1
ido,a,ponerla,1
ido,al,oriente,1
ido,hunahpu,,1
ido,para,el,1
idos,ahora,a,1
ignoramos,,dijeron,1
igual,a,los,1
igual,fue,la,1
igual,manera,lo,1
igualar,ellos,a,1
igualar,su,lengua,1
iguales,,</s>,1
iguales,hicieron,por,1
igualmente,,y,1
igualmente,alli,en,1
igualmente,buenos,y,1
igualmente,conocemos,ahora,1
igualmente,en,piedras,1
igualmente,fuertes,y,1
ii,,,1
ilocab,,</s>,2
ilocab,,a,1
ilocab,,alli,1
ilocab,,comenzo,1
ilocab,,igual,1
ilocab,,nombraron,1
ilocab,,quienes,1
ilocab,,todas,1
ilocab,,uno,1
ilocab,,y,1
ilocab,este,sera,1
ilocab,fueron,sacrificados,1
ilocab,pudiesen,darle,1
ilocab,y,los,1
ilocab,y,que,1
ilumina,cuando,salgo,1
ilumina,los,pasos,1
ilumino,la,boveda,1
imagen,del,senor,1
imagen,en,la,1
imagen,en,lo,1
imaginaban,que,comian,1
imitacion,de,un,1
imitando,el,rugido,1
imitando,la,verdadera,1
impedirlo,todos,los,1
imperio,,</s>,2
imperio,,su,1
imperio,del,rey,1
imperio,en,senal,1
imponer,,no,1
incienso,,</s>,3
incienso,,su,1
incienso,ante,tohil,1
incienso,que,habian,1
incienso,que,traia,2
incienso,y,bailaron,1
incienso,y,haciendo,1
incitaban,al,mal,1
incitando,a,la,1
inclinadas,,</s>,1
inclinando,la,frente,1
inclinaron,hacia,el,1
incontables,son,los,1
indescriptibie,,</s>,1
indicaban,,,1
indole,y,buenas,1
inferior,ayunaban,los,1
inferior,del,cangrejo,1
infortunio,,ni,1
infortunio,,que,1
infundirnos,miedo,,1
inmediatamente,,y,1
inmediatamente,corrio,uno,1
inmediatamente,cuando,eran,1
inmediatamente,despues,se,1
inmediatamente,id,todas,1
inmediatamente,los,hijos,1
inmediatamente,quemaron,copal,1
inmediatamente,y,alli,1
inmoladas,sus,carnes,1
inmovil,,callado,1
inmovilidad,habra,bajo,1
inmovilidad,y,silencio,1
innumerables,,pero,1
innumerables,hormigas,que,1
innumerables,sus,viajes,1
innumerables,zapotes,,1
inquietud,la,llegada,1
insectos,atacaban,,1
insectos,que,les,1
insignia,de,la,1
insignias,de,la,2
insignias,de,los,1
insignias,del,reino,1
insoportable,soplaba,en,1
instalaron,con,esplendor,1
instante,,</s>,1
instante,,dijo,1
instante,a,esconderlos,1
instante,al,raton,1
instante,arrasadas,hasta,1
instante,brotaron,juntos,1
instante,cayeron,de,1
instante,celebraron,consejo,1
instante,comienza,a,1
instante,crecieron,las,1
instante,cuando,pusieron,1
instante,de,su,1
instante,decayeron,sus,1
instante,despues,fue,1
instante,estuvo,perdida,1
instante,fue,descubierto,1
instante,fue,hecha,1
instante,fueron,dados,1
instante,fueron,hechos,1
instante,fueron,sacrificados,1
instante,la,calavera,1
instante,le,corto,1
instante,le,fueron,1
instante,le,picaron,1
instante,llegaron,al,1
instante,lo,atraparon,1
instante,lo,que,1
instante,lo,resucitaba,1
instante,lo,taparon,1
instante,no,se,1
instante,oscurecio,el,1
instante,perecian,los,1
instante,quedo,curada,1
instante,saco,fuego,1
instante,se,convirtieron,1
instante,se,elevaron,1
instante,se,llenaron,1
instante,se,ponian,1
instante,se,trago,1
instante,su,poder,1
instante,subia,al,1
instante,veian,a,1
instante,y,se,1
instruccion,,</s>,1
instrucciones,a,las,1
instrucciones,durante,la,1
instrucciones,sobre,lo,1
instrumentos,con,que,1
instrumentos,de,juego,4
instrumentos,de,matar,1
instrumentos,para,el,1
inteligencia,,vieron,1
inteligencia,y,de,1
intencion,de,introducirse,1
intencionalmente,y,se,1
intentaremos,por,que,1
intento,de,hacer,1
interior,,</s>,1
