lang,folio,side,para_num,lb,lb_str,lb_str_plain
spa,47,1,72,10,"sacaron <rs ana=""B'ALAM_KI'TZE'"">balamquíꜩe</rs>, <rs ana=""B'ALAM_AQ'AB'"">balamacab</rs>, y sus","sacaron balamquítze, balamacab, y sus"
spa,47,1,72,11,"mugeres tambíen fueron matadoras, y","mugeres tambíen fueron matadoras, y"
spa,47,1,72,12,la mítad de ellos se bolbíeron corríendo,la mítad de ellos se bolbíeron corríendo
spa,47,1,72,13,"todos los pueblos, <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>víeron a los prímeros","todos los pueblos, q’quevíeron a los prímeros"
spa,47,1,72,14,"<choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>auían muerto, y se auían acabado. y no","q’queauían muerto, y se auían acabado. y no"
spa,47,1,72,15,pocos hombres muríeron y no muríe<pc> –</pc>,pocos hombres muríeron y no muríe–
spa,47,1,72,16,"ron aquellos <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice> de tpdp su corazon no per<pc> –</pc>",ron aquellos q’que de tpdp su corazon no per–
spa,47,1,72,17,"seguían, síno <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>solo los anímalejos los","seguían, síno q’quesolo los anímalejos los"
spa,47,1,72,18,acometíeron y no fue quíen hízo la guer<pc> –</pc>,acometíeron y no fue quíen hízo la guer–
spa,47,1,72,19,"ra soldados, ní saetas, ní escudos, quan<pc> –</pc>","ra soldados, ní saetas, ní escudos, quan–"
spa,47,1,72,20,"do se levantaron los pueblos, y se le","do se levantaron los pueblos, y se le"
spa,47,1,72,21,"uantaron amayores, contra <rs ana=""B'ALAM_KI'TZE'"">balamquí<pc> –</pc>","uantaron amayores, contra balamquí–"
spa,47,1,72,22,"ꜩe</rs>, <rs ana=""MAJUK'UTAJ"">mahucutah</rs>, <rs ana=""B'ALAM_AQ'AB'"">balam acab</rs>, y <rs ana=""IQ'I_B'ALAM"">íquíba<pc> –</pc>","tze, mahucutah, balam acab, y íquíba–"
spa,47,1,72,23,"lam</rs>. y díxeron ellos, no nos mateís <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>","lam. y díxeron ellos, no nos mateís q’que"
spa,47,1,72,24,somos vnos pobres. estabíen díxeron,somos vnos pobres. estabíen díxeron
spa,47,1,72,25,"y <choice><abbr>aunq’</abbr><expan instant=""false"">aunque</expan></choice> eraís dígnos de muerte, solo se<pc> –</pc>","y aunq’aunque eraís dígnos de muerte, solo se–"
spa,47,1,72,26,"reís tributarios, para síempre les fue","reís tributarios, para síempre les fue"
spa,47,1,72,27,dícho. y así fue la sugexíon de todos,dícho. y así fue la sugexíon de todos
spa,47,1,72,28,"los pueblos, por nuestros prímeros pa<pc> –</pc>","los pueblos, por nuestros prímeros pa–"
spa,47,1,72,29,"dres, y sucedío esto sobre el çerro<choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>","dres, y sucedío esto sobre el çerroq’que"
spa,47,1,72,30,"agora se llama <rs ana=""JAQAWITZ_JUYUB'"">hacauíꜩ</rs>. y este fel el",agora se llama hacauítz. y este fel el
spa,47,1,72,31,"prímero donde fueron plantados, y a","prímero donde fueron plantados, y a"
spa,47,1,72,32,llí se multíplicaron y aumentaron,llí se multíplicaron y aumentaron
spa,47,1,72,33,"y tuvíeron híja, e híjos sobre <rs ana=""JAQAWITZ_JUYUB'"">el çerro","y tuvíeron híja, e híjos sobre el çerro"
spa,47,1,72,34,"hacauíꜩ</rs>. y se alegraron mucho, quan","hacauítz. y se alegraron mucho, quan"
spa,47,1,72,35,"do sugetaron todos los pueblos, y allí","do sugetaron todos los pueblos, y allí"
spa,47,1,72,36,"fueron sugetados sobre <rs ana=""JAQAWITZ_JUYUB'"">el çerro</rs>. y así",fueron sugetados sobre el çerro. y así
spa,47,1,72,37,suçedío esto de vençer los pueblos. y,suçedío esto de vençer los pueblos. y
spa,47,1,72,38,"luego se sosegaron sus corazones, y","luego se sosegaron sus corazones, y"
spa,47,1,72,39,les hablaron asus híjos. y as e auía a<pc> –</pc>,les hablaron asus híjos. y as e auía a–
spa,47,1,72,40,çercado su muerte quando los quí<pc> –</pc>,çercado su muerte quando los quí–
spa,47,1,72,41,síeron matar. y agora diremos del,síeron matar. y agora diremos del
spa,47,1,72,42,"fin y muerte de <rs ana=""B'ALAM_KI'TZE'"">balam quíꜩe</rs>, <rs ana=""B'ALAM_AQ'AB'"">balam","fin y muerte de balam quítze, balam"
spa,47,1,72,43,"acab</rs>, <rs ana=""MAJUK'UTAJ"">mahucutah</rs>, y <rs ana=""IQ'I_B'ALAM"">iquíbalam</rs>.","acab, mahucutah, y iquíbalam."
spa,47,1,73,44,y auíendo ya conocido que se morían,y auíendo ya conocido que se morían
spa,47,1,73,45,les avisaron asus híjos y no estaban,les avisaron asus híjos y no estaban
spa,47,1,73,46,"enfermos, y tampoco agonízaban, ní","enfermos, y tampoco agonízaban, ní"
spa,47,2,73,1,"estaban ín agone, quando díspusíeron","estaban ín agone, quando díspusíeron"
spa,47,2,73,2,"desus cosas, y auísaron asus híjos y así","desus cosas, y auísaron asus híjos y así"
spa,47,2,73,3,"se llamaban sus híjos: dos tuuo <rs ana=""B'ALAM_KI'TZE'"">balam<pc> –</pc>",se llamaban sus híjos: dos tuuo balam–
spa,47,2,73,4,"quíꜩe</rs>: <rs ana=""K'OKA'IB_KQDOS"">qocaíb</rs>, se llamo el prímero, y el","quítze: qocaíb, se llamo el prímero, y el"
spa,47,2,73,5,"Segundo: <rs ana=""K'OQAWIB_KQDOS"">qocauíb</rs>. que son padres, y a","Segundo: qocauíb. que son padres, y a"
spa,47,2,73,6,"buelos de <rs ana=""KAWEQ"">los de cauíquíb</rs>. y <rs ana=""B'ALAM_AQ'AB'"">balam",buelos de los de cauíquíb. y balam
spa,47,2,73,7,"acab</rs> tuuo otros dos híjos, y se llama<pc> –</pc>","acab tuuo otros dos híjos, y se llama–"
spa,47,2,73,8,"ban así, el prímero <rs ana=""K'O'AKUL"">qoacul</rs>, y <rs ana=""KOAKUTEC"">qoacu","ban así, el prímero qoacul, y qoacu"
spa,47,2,73,9,"tec</rs> se llamaba el Segundo hijo, de","tec se llamaba el Segundo hijo, de"
spa,47,2,73,10,"<rs ana=""B'ALAM_AQ'AB'"">balam acab</rs>; de los de <rs ana=""NIJA'IB"">níhaíbab</rs>. y solo",balam acab; de los de níhaíbab. y solo
spa,47,2,73,11,"vno engendro <rs ana=""MAJUK'UTAJ"">mahucutah</rs>, <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>se llamo","vno engendro mahucutah, q’quese llamo"
spa,47,2,73,12,"<rs ana=""K'O'AJAW"">qoahau</rs>. y solos estos tres tuuíeron híjos.",qoahau. y solos estos tres tuuíeron híjos.
spa,47,2,73,13,"el <rs ana=""IQ'I_B'ALAM"">íquíbalam</rs>. y deuerdad eran <choice><abbr>SSes.</abbr><expan instant=""false"">Señores</expan></choice>de",el íquíbalam. y deuerdad eran SSes.Señoresde
spa,47,2,73,14,"respeto, y estos eran los nombres de","respeto, y estos eran los nombres de"
spa,47,2,73,15,"los híjos. y a estos les auísaron, y manda","los híjos. y a estos les auísaron, y manda"
spa,47,2,73,16,"ron, estando todos quarto juntos en vno.","ron, estando todos quarto juntos en vno."
spa,47,2,73,17,"y cantaron, y estauan trístes, y lloraban","y cantaron, y estauan trístes, y lloraban"
spa,47,2,73,18,"en su canto, <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice> se llamaba <rs ana=""QAMUKU"">el canto qama<pc> –</pc>","en su canto, q’que se llamaba el canto qama–"
spa,47,2,73,19,"qu</rs>. el nombre de el canto <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>cantaron.",qu. el nombre de el canto q’quecantaron.
spa,47,2,73,20,y entonces auísaron asus híjos. mírald,y entonces auísaron asus híjos. mírald
spa,47,2,73,21,"híjos nuestros <choice><abbr>q</abbr><expan instant=""false"">que</expan></choice> nos vamos, y nos bolbe<pc> –</pc>","híjos nuestros qque nos vamos, y nos bolbe–"
spa,47,2,73,22,mos. y es íllustre yclara esta palabra y,mos. y es íllustre yclara esta palabra y
spa,47,2,73,23,"mandato <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>os mandamus agora pero ha",mandato q’queos mandamus agora pero ha
spa,47,2,73,24,"<choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>venísteís, de aquella vuestra patria","q’quevenísteís, de aquella vuestra patria"
spa,47,2,73,25,"<choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>esta lexos vosotras esposas nuestras",q’queesta lexos vosotras esposas nuestras
spa,47,2,73,26,"les dígeron a<rs ana=""IXOQ_AJAWAB'"">sus mugeres</rs>, y de cada","les dígeron asus mugeres, y de cada"
spa,47,2,73,27,"vna de por sí se despídíeron, nos vamos","vna de por sí se despídíeron, nos vamos"
spa,47,2,73,28,"conuestro pueblo. ya queda en orden <rs ana=""TOJIL"">el",conuestro pueblo. ya queda en orden el
spa,47,2,73,29,"<choice><abbr>Sor.</abbr><expan instant=""false"">Señor</expan></choice> de los venados</rs> manífíesto esta en",Sor.Señor de los venados manífíesto esta en
spa,47,2,73,30,el cíelo. ya hecemos nuestra buelta,el cíelo. ya hecemos nuestra buelta
spa,47,2,73,31,"yase hecho todo lo<choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice> estaba anuestro car",yase hecho todo loq’que estaba anuestro car
spa,47,2,73,32,"go, yase ajustaron nuestros días. no","go, yase ajustaron nuestros días. no"
spa,47,2,73,33,"nos oluídeís, ní nos perdaís, mírad vu","nos oluídeís, ní nos perdaís, mírad vu"
spa,47,2,73,34,"estras casas, y vuestra patria. y plantaos","estras casas, y vuestra patria. y plantaos"
spa,47,2,73,35,"y multíplicad. e íd, y andad a ver otra","y multíplicad. e íd, y andad a ver otra"
spa,47,2,73,36,vez el lugar de adonde venímos. esto,vez el lugar de adonde venímos. esto
spa,47,2,73,37,"díxeron <choice><abbr>qo</abbr><expan instant=""false"">quando</expan></choice> se despídíeron. y quedo",díxeron qoquando se despídíeron. y quedo
spa,47,2,73,38,entonçes señal de el ser y costumbre,entonçes señal de el ser y costumbre
spa,47,2,73,39,"de <rs ana=""B'ALAM_KI'TZE'"">balam quíꜩe</rs>. y les díxo esto os dexo",de balam quítze. y les díxo esto os dexo
spa,47,2,73,40,"<choice><abbr>pa</abbr><expan instant=""false"">para</expan></choice>.<choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>os acordeís de nosotros, esto dejo<pc> –</pc>","papara.q’queos acordeís de nosotros, esto dejo–"
spa,47,2,73,41,"con vosotros, y esta sera vuestra grande<pc> –</pc>","con vosotros, y esta sera vuestra grande–"
spa,47,2,73,42,"za, ya me despedí, y os auíse, y estoy tríste","za, ya me despedí, y os auíse, y estoy tríste"
spa,47,2,73,43,esto dixo quando les dexo la señal desu,esto dixo quando les dexo la señal desu
spa,47,2,73,44,"ser, y costumbre, <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>se llama: <rs ana=""PISOM_Q'AQ'AL"">la mages<pc> –</pc>","ser, y costumbre, q’quese llama: la mages–"
spa,47,2,73,45,"tad, y grandeza embuelta</rs>, y nose sabe","tad, y grandeza embuelta, y nose sabe"
spa,47,2,73,46,"<choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>es, sino <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>quedo embuelto, y no se de","q’quees, sino q’quequedo embuelto, y no se de"
spa,47,2,73,47,"sato ní desembolbío, y nose sabe pordon","sato ní desembolbío, y nose sabe pordon"
spa,48,1,73,1,"de esta cosído, <choice><abbr>porq’</abbr><expan instant=""false"">porque</expan></choice> no lo uíeron quando se","de esta cosído, porq’porque no lo uíeron quando se"
spa,48,1,73,2,"embolbío, y así fue su despedida, y se per<pc> –</pc>","embolbío, y así fue su despedida, y se per–"
spa,48,1,73,3,"díeron de sobre <rs ana=""JAQAWITZ_JUYUB'"">el çerro de hacavíꜩ</rs> y no",díeron de sobre el çerro de hacavítz y no
spa,48,1,73,4,"fueron vístos más de<rs ana=""IXOQ_AJAWAB'"">sus mugeres</rs>, e híjos","fueron vístos más desus mugeres, e híjos"
spa,48,1,73,5,"y nose sabe <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>se hízíeron quando se desa<pc> –</pc>",y nose sabe q’quese hízíeron quando se desa–
spa,48,1,73,6,"pareçíeron. solo se supo desu despedída,","pareçíeron. solo se supo desu despedída,"
spa,48,1,73,7,"y <rs ana=""PISOM_Q'AQ'AL"">del emboltorío</rs>, <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>fue cosa muy ama<pc> –</pc>","y del emboltorío, q’quefue cosa muy ama–"
spa,48,1,73,8,"da <choice><abbr>p<hi rend=""superscript"">a</hi></abbr><expan instant=""false"">para</expan></choice> ellos. y esta fue la memoría desus<pc> –</pc>",da papara ellos. y esta fue la memoría desus–
spa,48,1,73,9,padres. y luego cantaron ante la me<pc> –</pc>,padres. y luego cantaron ante la me–
spa,48,1,73,10,moría de sus Padres. y de aquí naçíeron,moría de sus Padres. y de aquí naçíeron
spa,48,1,73,11,"los hombres por los <choice><abbr>SS<hi rend=""superscript"">es</hi></abbr><expan instant=""false"">Señores</expan></choice> quando toma<del type=""scribble"" instant=""false"" status=""unremarkable"">œœ",los hombres por los SSesSeñores quando tomaœœ
spa,48,1,73,12,"œ</del>ron<add place=""above"" instant=""false"" status=""unremarkable"">de</add><rs ana=""B'ALAM_KI'TZE'"">balamquíꜩe</rs>, <del type=""strike-through"" instant=""false"" status=""unremarkable""><rs ana=""B'ALAM_AQ'AB'"">balam acab</rs>, <rs ana=""MAJUK'UTAJ"">mahu<pc> –</pc>","œrondebalamquítze, balam acab, mahu–"
spa,48,1,73,13,"cutah</rs>, <rs ana=""IQ'I_B'ALAM"">íquíbalam</rs></del> empezaron los padres","cutah, íquíbalam empezaron los padres"
spa,48,1,73,14,"y abuelos de <rs ana=""KAWEQ"">los de cauíquíquíb</rs>. y nose",y abuelos de los de cauíquíquíb. y nose
spa,48,1,73,15,"perdíeron sus híjos <rs ana=""K'OKA'IB_KQDOS"">qocaíb</rs>, y <rs ana=""K'OQAWIB_KQDOS"">qocauíb</rs>","perdíeron sus híjos qocaíb, y qocauíb"
spa,48,1,73,16,yasí fueron las muertes de aquellos qua,yasí fueron las muertes de aquellos qua
spa,48,1,73,17,"tro, nuestros prímeros padres, y abu<pc> –</pc>","tro, nuestros prímeros padres, y abu–"
spa,48,1,73,18,"elos, quando desapareçieron, y dexa","elos, quando desapareçieron, y dexa"
spa,48,1,73,19,"ron asus híjos sobre <rs ana=""JAQAWITZ_JUYUB'"">el çerro hacauíꜩ</rs>.",ron asus híjos sobre el çerro hacauítz.
spa,48,1,73,20,yallíse estuvíeron sus híjos. y estando,yallíse estuvíeron sus híjos. y estando
spa,48,1,73,21,"ya los pueblos auasallados, ya no te<pc> –</pc>","ya los pueblos auasallados, ya no te–"
spa,48,1,73,22,"nían grandeza, síno <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>se estaban, y","nían grandeza, síno q’quese estaban, y"
spa,48,1,73,23,se cargaban todos todos los días. yacor<pc> –</pc>,se cargaban todos todos los días. yacor–
spa,48,1,73,24,"dabanse desus padres, y eran cosa gran<pc> –</pc>","dabanse desus padres, y eran cosa gran–"
spa,48,1,73,25,"de <rs ana=""PISOM_Q'AQ'AL"">aquel emboltorío</rs> para ellos, y no","de aquel emboltorío para ellos, y no"
spa,48,1,73,26,"lo desataron, síno <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>se estuuo embuelto","lo desataron, síno q’quese estuuo embuelto"
spa,48,1,73,27,"con ellos. y es llamado por ellos <rs ana=""PISOM_Q'AQ'AL"">la gran<pc> –</pc>",con ellos. y es llamado por ellos la gran–
spa,48,1,73,28,"deza embuelta</rs>. y entonçes se çelebro,","deza embuelta. y entonçes se çelebro,"
spa,48,1,73,29,"y se le puso el nombre, lo<choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>les dío a gu<pc> –</pc>","y se le puso el nombre, loq’queles dío a gu–"
spa,48,1,73,30,"ardar su padre, solo en memoría de","ardar su padre, solo en memoría de"
spa,48,1,73,31,"quíenes eran, quando lo hízíeron.","quíenes eran, quando lo hízíeron."
spa,48,1,73,32,"y asífue quando desapareçíeron, y","y asífue quando desapareçíeron, y"
spa,48,1,73,33,"se perdíeron <rs ana=""B'ALAM_KI'TZE'"">balamquíꜩe</rs>, <rs ana=""B'ALAM_AQ'AB'"">balam a<pc> –</pc>","se perdíeron balamquítze, balam a–"
spa,48,1,73,34,"cab</rs>, <rs ana=""MAJUK'UTAJ"">mahucutah</rs>, <rs ana=""IQ'I_B'ALAM"">íquíbalam</rs>. los prime<pc> –</pc>","cab, mahucutah, íquíbalam. los prime–"
spa,48,1,73,35,"ros hombres <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice> víníeron de la otra",ros hombres q’que víníeron de la otra
spa,48,1,73,36,"parte de <rs ana=""PALO"">el mar</rs>, de <rs ana=""TULÁN"">el oríente</rs>. antígua","parte de el mar, de el oríente. antígua"
spa,48,1,73,37,"mente víníeron aquí, y muríeron ya","mente víníeron aquí, y muríeron ya"
spa,48,1,73,38,síendo muy víejos. y son llamados: los res,síendo muy víejos. y son llamados: los res
spa,48,1,73,39,"petados, y acatados.","petados, y acatados."
spa,48,1,74,40,"yluego trataron de ír alla al <rs ana=""TULÁN"">oríente</rs>, tra<pc> –</pc>","yluego trataron de ír alla al oríente, tra–"
spa,48,1,74,41,"tando de dar cumplímíento a los <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>sus <choice><abbr>P<hi rend=""superscript"">es</hi></abbr><expan instant=""false"">Padres</expan></choice>",tando de dar cumplímíento a los q’quesus PesPadres
spa,48,1,74,42,"les mandaron, <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>no lo auían oluídado.","les mandaron, q’queno lo auían oluídado."
spa,48,1,74,43,"y ya auía mucho <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>auían muerto sus <choice><abbr>P<hi rend=""superscript"">es</hi></abbr><expan instant=""false"">Padres</expan></choice>.",y ya auía mucho q’queauían muerto sus PesPadres.
spa,48,1,74,44,"quando casaron, y tomaron suegros, y","quando casaron, y tomaron suegros, y"
spa,48,1,74,45,"tomaron <rs ana=""IXOQ_AJAWAB'"">mugeres</rs> tres, y díxeron <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice> se","tomaron mugeres tres, y díxeron q’que se"
spa,48,1,74,46,"fueron vamos <rs ana=""TULÁN"">al oríente</rs> de <choice><abbr>do</abbr><expan instant=""false"">donde</expan></choice> víníeron",fueron vamos al oríente de dodonde víníeron
spa,48,1,74,47,"<rs ana=""XA_Q'ANA_JAL"">nuestros <choice><abbr>P<hi rend=""superscript"">es</hi></abbr><expan instant=""false"">Padres</expan></choice></rs> ytomaron su camíno los tres híjos",nuestros PesPadres ytomaron su camíno los tres híjos
spa,48,2,74,1,"<rs ana=""K'OKA'IB_KQDOS"">qocaíb</rs>, sellamaba elvno, híjode <rs ana=""B'ALAM_KI'TZE'"">balamquí<pc> –</pc>","qocaíb, sellamaba elvno, híjode balamquí–"
spa,48,2,74,2,"ꜩe</rs>, de todos los de <rs ana=""KAWEQ"">cauíquíb</rs>. <rs ana=""K'O'AKUTEK_NJDOS"">qoacutec</rs>, el","tze, de todos los de cauíquíb. qoacutec, el"
spa,48,2,74,3,"otro híjo de <rs ana=""B'ALAM_AQ'AB'"">balamacab</rs>, de los de <rs ana=""NIJA'IB"">níhaí<pc> –</pc>","otro híjo de balamacab, de los de níhaí–"
spa,48,2,74,4,"bab</rs>, <rs ana=""K'O'AJAW_AKDOS"">qoahau</rs>. se llamaba el otro híjo de","bab, qoahau. se llamaba el otro híjo de"
spa,48,2,74,5,"<rs ana=""MAJUK'UTAJ"">mahucutah</rs>, de los de <rs ana=""AJAW_K'ICHE'"">ahauquíche</rs>. yasí","mahucutah, de los de ahauquíche. yasí"
spa,48,2,74,6,"se llamaban los <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>fueron alla de la otra",se llamaban los q’quefueron alla de la otra
spa,48,2,74,7,"parte de <rs ana=""PALO"">el mar</rs>. tres fueron los <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>se fue<pc> –</pc>",parte de el mar. tres fueron los q’quese fue–
spa,48,2,74,8,"ron, y sabían lo <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>se haçían, y no eran","ron, y sabían lo q’quese haçían, y no eran"
spa,48,2,74,9,hombres de valde. y se despídíeron de,hombres de valde. y se despídíeron de
spa,48,2,74,10,"todos sus hermanos, y paríentes, y se fu<pc> –</pc>","todos sus hermanos, y paríentes, y se fu–"
spa,48,2,74,11,eron muy alegres. y díxeron no mo<pc> –</pc>,eron muy alegres. y díxeron no mo–
spa,48,2,74,12,"ríremos; síno <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>bolberemos díxeron",ríremos; síno q’quebolberemos díxeron
spa,48,2,74,13,"<choice><abbr>qo</abbr><expan instant=""false"">quando</expan></choice> se fueron los tres. y asímesmo pasa<pc> –</pc>",qoquando se fueron los tres. y asímesmo pasa–
spa,48,2,74,14,"ron sobre <rs ana=""PALO"">el mar</rs>, y llegaron alla al","ron sobre el mar, y llegaron alla al"
spa,48,2,74,15,"<rs ana=""TULÁN"">oríente</rs>, y fueron a reçíuír su ímperío","oríente, y fueron a reçíuír su ímperío"
spa,48,2,74,16,"y este era <rs ana=""NAKXIT"">el nombre de el <choice><abbr>S<hi rend=""superscript"">or</hi></abbr><expan instant=""false"">Señor</expan></choice></rs> <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>domí<pc> –</pc>",y este era el nombre de el SorSeñor q’quedomí–
spa,48,2,74,17,"naba en <rs ana=""TULÁN"">el oríente</rs>, adonde fueron.","naba en el oríente, adonde fueron."
spa,48,2,75,18,"y llegaron ante <rs ana=""NAKXIT"">el <choice><abbr>S<hi rend=""superscript"">or</hi></abbr><expan instant=""false"">Señor</expan></choice></rs> <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice> se llamaba <rs ana=""NAKXIT""><hi rend=""underline"">nac<pc> –</pc>",y llegaron ante el SorSeñor q’que se llamaba nac–
spa,48,2,75,19,"xít</hi></rs>. gran <choice><abbr>S<hi rend=""superscript"">or</hi></abbr><expan instant=""false"">Señor</expan></choice>. y vno <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>todo lo juzgaba.",xít. gran SorSeñor. y vno q’quetodo lo juzgaba.
spa,48,2,75,20,"y era grande su reíno, y <gap reason=""illegible"" unit=""character"" instant=""false"" este lesdío","y era grande su reíno, y <gap reason=""illegible"" unit=""character"" instant=""false"" este lesdío"
spa,48,2,75,21,"<del instant=""false"" status=""unremarkable"">con</del> la señal de su Reyno, de todos los","con la señal de su Reyno, de todos los"
spa,48,2,75,22,"adeuínos, y entonçes víno señal de los","adeuínos, y entonçes víno señal de los"
spa,48,2,75,23,"grandes<choice><abbr>SS<hi rend=""superscript"">es.</hi></abbr><expan instant=""false"">Señores</expan></choice>, y de los <choice><abbr>SS<hi rend=""superscript"">es</hi></abbr><expan instant=""false"">Señores</expan></choice> de las casas, y","grandesSSes.Señores, y de los SSesSeñores de las casas, y"
spa,48,2,75,24,entonçes víno la señal de lagrande<pc> –</pc>,entonçes víno la señal de lagrande–
spa,48,2,75,25,"za, y grandes, y <choice><abbr>SS<hi rend=""superscript"">es.</hi></abbr><expan instant=""false"">Señores</expan></choice> yacabo de dar<pc> –</pc>","za, y grandes, y SSes.Señores yacabo de dar–"
spa,48,2,75,26,"lo todo el <rs ana=""NAKXIT"">nacxít</rs>, los adeuínos, y for<pc> –</pc>","lo todo el nacxít, los adeuínos, y for–"
spa,48,2,75,27,"ma de el Reyno. y era <rs ana=""MU'J"">todo esto</rs>. <rs ana=""Q'ALIB'AJ"">el tro",ma de el Reyno. y era todo esto. el tro
spa,48,2,75,28,"no</rs>, <rs ana=""SUB'AQ"">flauta</rs>, <rs ana=""Q'OJOM"">cham cham</rs>. <rs ana=""TATIL"">otra flauta</rs>. <rs ana=""Q'ANAB'AJ"">chal<pc> –</pc>","no, flauta, cham cham. otra flauta. chal–"
spa,48,2,75,29,"chíguítes</rs>, <rs ana=""TZIKWIL_KOJ"">ꜩícvil coh</rs> <rs ana=""TZIKWIL_B'ALAM"">ꜩícuíl balam</rs>, <rs ana=""JOLOM"">ho","chíguítes, tzícvil coh tzícuíl balam, ho"
spa,48,2,75,30,"lom, cabeza</rs>. <rs ana=""PICH_KEJ"">pích. queh</rs>, <rs ana=""MAKUTAX"">macutax</rs> <rs ana=""T'OT'_TATAN"">tot.","lom, cabeza. pích. queh, macutax tot."
spa,48,2,75,31,"tatam</rs>, <rs ana=""K'US_B'US"">quz, buz</rs>, <rs ana=""KAXKON"">caxcom</rs>, <rs ana=""CHIYOM"">chíyom</rs>, <rs ana=""ASTAPULUL"">azta","tatam, quz, buz, caxcom, chíyom, azta"
spa,48,2,75,32,polul</rs>. y todo lo trageron cargado quan<pc> –</pc>,polul. y todo lo trageron cargado quan–
spa,48,2,75,33,"do víníeron, y lo trageron de la otra","do víníeron, y lo trageron de la otra"
spa,48,2,75,34,"parte de <rs ana=""PALO"">el mar</rs>, su escrítura, y píntura","parte de el mar, su escrítura, y píntura"
spa,48,2,75,35,"de <rs ana=""TULÁN"">tulan</rs>, su escrítura, díxeron a esto <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>","de tulan, su escrítura, díxeron a esto q’que"
spa,48,2,75,36,"es mucho lo <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>pusíeron en sus tradíçí<pc> –</pc>",es mucho lo q’quepusíeron en sus tradíçí–
spa,48,2,75,37,ones.,ones.
spa,48,2,76,38,y luego quando llegaron asu pueblo,y luego quando llegaron asu pueblo
spa,48,2,76,39,"<choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>se llamaba <rs ana=""JAQAWITZ_JUYUB'"">hacauíꜩ</rs>, allí se juntaron","q’quese llamaba hacauítz, allí se juntaron"
spa,48,2,76,40,"todos los de <rs ana=""TAMUB'"">tamub</rs>, e <rs ana=""ILOKAB'"">ílocab</rs>, y todos los","todos los de tamub, e ílocab, y todos los"
spa,48,2,76,41,"pueblos, y se alegraron desu venída de","pueblos, y se alegraron desu venída de"
spa,48,2,76,42,"<rs ana=""K'OKA'IB_KQDOS"">qocaíb</rs>, <rs ana=""K'O'AKUTEK_NJDOS"">qoacutec</rs>, <rs ana=""K'O'AJAW_AKDOS"">qoahau</rs>. yallí otra uez","qocaíb, qoacutec, qoahau. yallí otra uez"
spa,48,2,76,43,"tomaron el señorío de los pueblos, y se","tomaron el señorío de los pueblos, y se"
spa,48,2,76,44,"alegraron los de <rs ana=""RAB'INALEB'"">Rabinal</rs>, <rs ana=""KAQCHIKELEB'"">ꜫaꜫchíque","alegraron los de Rabinal, q'aq'chíque"
spa,48,2,76,45,"les</rs>, y los de <rs ana=""AJTZ'IKINA_JA""><choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>íquínaha.</rs>","les, y los de q’queíquínaha."
spa,49,1,76,1,"y manífestaron las señales, y sígnos <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>","y manífestaron las señales, y sígnos q’que"
spa,49,1,76,2,haían desu Reyno. y fue grande su,haían desu Reyno. y fue grande su
spa,49,1,76,3,"ser delos pueblos, y no se acababa <choice><abbr>q<hi rend=""superscript"">o</hi></abbr><expan instant=""false"">quando</expan></choice> ma<pc> –</pc>","ser delos pueblos, y no se acababa qoquando ma–"
