folio,side,para_num,lb_n,found_phrase,matched_form,ana_id,score,line_text
55,1,1,34,ahauab,aha uab,JUN_KAME'_WUQUB'_KAME',92.3076923076923,chi camiheic hutac le chi ahauab
55,1,1,34,ahauab,ahau ab,JUN_KAME'_WUQUB'_KAME,92.3076923076923,chi camiheic hutac le chi ahauab
55,1,1,34,ahauab,aha uab,XA_Q'ANA_JAL,92.3076923076923,chi camiheic hutac le chi ahauab
55,1,1,40,ahauab,aha uab,RAJAWAL_XIB'ALB'A,92.3076923076923,hunal ahauab quiche
55,1,1,40,ahauab,aha uab,JUN_KAME'_WUQUB'_KAME',92.3076923076923,hunal ahauab quiche
55,1,1,40,ahauab,ahau ab,JUN_KAME'_WUQUB'_KAME,92.3076923076923,hunal ahauab quiche
55,1,1,40,ahauab,aha uab,XA_Q'ANA_JAL,92.3076923076923,hunal ahauab quiche
55,1,5,46,c otuha,cotuha,K'OTUJA_KQCINCO,92.3076923076923,c otuha ztayub vcahle
55,1,6,47,ucumatz,cumatz,KUMATZ,92.3076923076923,c ucumatz cotuha vxe naval ahau
55,1,6,47,ucumatz,cumatz,SAQIKAS,92.3076923076923,c ucumatz cotuha vxe naval ahau
55,1,6,47,cotuha,c otuha,K'OTUJA_KQCUATRO,92.3076923076923,c ucumatz cotuha vxe naval ahau
55,2,1,2,ztayul,iztayul,ISTAYUL_KQCUATRO,92.3076923076923,t epepul ztayul chic vvac taz
55,2,5,7,quicab,qui cab,K'IKAB'_KQSIETE,92.3076923076923,v ahxaqui caam quicab cut vla
55,2,5,8,ahavab,aha vab,RAJAWAL_XIB'ALB'A,92.3076923076923,hule ahavab
55,2,6,10,ahauab,aha uab,RAJAWAL_XIB'ALB'A,92.3076923076923,lahu taz ahauab
55,2,6,10,ahauab,aha uab,JUN_KAME'_WUQUB'_KAME',92.3076923076923,lahu taz ahauab
55,2,6,10,ahauab,ahau ab,JUN_KAME'_WUQUB'_KAME,92.3076923076923,lahu taz ahauab
55,2,6,10,ahauab,aha uab,XA_Q'ANA_JAL,92.3076923076923,lahu taz ahauab
55,2,7,12,ahauab,aha uab,RAJAWAL_XIB'ALB'A,92.3076923076923,hule ahauab arecut que aha
55,2,7,12,ahauab,aha uab,JUN_KAME'_WUQUB'_KAME',92.3076923076923,hule ahauab arecut que aha
55,2,7,12,ahauab,ahau ab,JUN_KAME'_WUQUB'_KAME,92.3076923076923,hule ahauab arecut que aha
55,2,7,12,ahauab,aha uab,XA_Q'ANA_JAL,92.3076923076923,hule ahauab arecut que aha
55,2,9,20,ahauab,aha uab,RAJAWAL_XIB'ALB'A,92.3076923076923,cablahu le ahauab eqahola
55,2,9,20,ahauab,aha uab,JUN_KAME'_WUQUB'_KAME',92.3076923076923,cablahu le ahauab eqahola
55,2,9,20,ahauab,ahau ab,JUN_KAME'_WUQUB'_KAME,92.3076923076923,cablahu le ahauab eqahola
55,2,9,20,ahauab,aha uab,XA_Q'ANA_JAL,92.3076923076923,cablahu le ahauab eqahola
55,2,10,24,quiche,qui che,TINAMIT_K'ICHE',92.3076923076923,vach caviquib quiche are chi xchi
56,1,5,9,c otuha,cotuha,K'OTUJA_KQCUATRO,92.3076923076923,c otuha ro le ahau
56,1,5,9,c otuha,cotuha,K'OTUJA_KQCINCO,92.3076923076923,c otuha ro le ahau
56,1,8,12,c otuha,cotuha,K'OTUJA_KQCUATRO,92.3076923076923,c otuha chivi v vahxac taz aha
56,1,8,12,c otuha,cotuha,K'OTUJA_KQCINCO,92.3076923076923,c otuha chivi v vahxac taz aha
56,1,11,16,cotuha,c otuha,K'OTUJA_KQCUATRO,92.3076923076923,a hau cotuha vhulahu le
56,1,14,22,ahavab,aha vab,RAJAWAL_XIB'ALB'A,92.3076923076923,a re curi chi ronobel ahavab
56,1,19,28,v chuch,vchuch,ALOM,92.3076923076923,v chuch camha hun vnim ha
56,1,19,28,v chuch,vchuch,IXMUKANE,92.3076923076923,v chuch camha hun vnim ha
56,1,21,30,nihaib,niha ib,NIJA'IB,92.3076923076923,n im chocoh nihaib hun vnim ha
56,1,24,37,ahauab,aha uab,RAJAWAL_XIB'ALB'A,92.3076923076923,hun chique ahauab are vnabe
56,1,24,37,ahauab,aha uab,JUN_KAME'_WUQUB'_KAME',92.3076923076923,hun chique ahauab are vnabe
56,1,24,37,ahauab,ahau ab,JUN_KAME'_WUQUB'_KAME,92.3076923076923,hun chique ahauab are vnabe
56,1,24,37,ahauab,aha uab,XA_Q'ANA_JAL,92.3076923076923,hun chique ahauab are vnabe
56,1,25,39,qui che,quiche,TINAMIT_K'ICHE',92.3076923076923,a re chicut rech ahau qui che
56,1,25,39,qui che,quiche,OXIB_RI_NIM_JA,92.3076923076923,a re chicut rech ahau qui che
56,1,25,40,vcahau,v cahau,KUCHUMA_KIK',92.3076923076923,va vmam vcahau
56,2,5,6,ahauab,aha uab,RAJAWAL_XIB'ALB'A,92.3076923076923,a recut ahauab ri chuvach
56,2,5,6,ahauab,aha uab,JUN_KAME'_WUQUB'_KAME',92.3076923076923,a recut ahauab ri chuvach
56,2,5,6,ahauab,ahau ab,JUN_KAME'_WUQUB'_KAME,92.3076923076923,a recut ahauab ri chuvach
56,2,5,6,ahauab,aha uab,XA_Q'ANA_JAL,92.3076923076923,a recut ahauab ri chuvach
56,2,5,7,quiche,qui che,TINAMIT_K'ICHE',92.3076923076923,ahau quiche are vleel vtazel
56,2,5,8,ahauab,aha uab,RAJAWAL_XIB'ALB'A,92.3076923076923,puch arecut vbi ahauab va
56,2,5,8,ahauab,aha uab,JUN_KAME'_WUQUB'_KAME',92.3076923076923,puch arecut vbi ahauab va
56,2,5,8,ahauab,ahau ab,JUN_KAME'_WUQUB'_KAME,92.3076923076923,puch arecut vbi ahauab va
56,2,5,8,ahauab,aha uab,XA_Q'ANA_JAL,92.3076923076923,puch arecut vbi ahauab va
56,2,9,19,quiche,qui che,TINAMIT_K'ICHE',92.3076923076923,chuvach ahau quiche
56,2,10,22,ahavab,aha vab,RAJAWAL_XIB'ALB'A,92.3076923076923,nohel ahavab quiche xahun
56,2,10,23,chiqui,chiquic,KIK',92.3076923076923,chiqui cuch vi quib e oxib chic
56,2,10,25,evcahau,vcahau,K'AJOLOM,92.3076923076923,evcahau tzih nim zcaquin vqo
56,2,10,25,evcahau,vcahau,KUCHUMA_KIK',92.3076923076923,evcahau tzih nim zcaquin vqo
56,2,10,25,evcahau,vcahau,KAWEQ,92.3076923076923,evcahau tzih nim zcaquin vqo
56,2,11,29,quiche,qui che,TINAMIT_K'ICHE',92.3076923076923,ch ahau quiche rox nim chocoh
56,2,11,34,ahauab,aha uab,RAJAWAL_XIB'ALB'A,92.3076923076923,mal ahauab zachinac chic xere
56,2,11,34,ahauab,aha uab,JUN_KAME'_WUQUB'_KAME',92.3076923076923,mal ahauab zachinac chic xere
56,2,11,34,ahauab,ahau ab,JUN_KAME'_WUQUB'_KAME,92.3076923076923,mal ahauab zachinac chic xere
56,2,11,34,ahauab,aha uab,XA_Q'ANA_JAL,92.3076923076923,mal ahauab zachinac chic xere
53,2,2,15,lel ah tzic vinac,ea lel ah tzic vinac,AJTZIK_WINAQ,91.89189189189189,lel ah tzic vinac xoc queealem ro
7,1,0,14,e caib qaxtoq,caib qaxtoq,KA'IB'_K'AJOLAB',91.66666666666666,qui pa ri ri e caib qaxtoq mi
10,2,1,44,cab v qahol,v cab v qahol,KAB'RAQAN,91.66666666666666,cab v qahol vvcub caquix cab
47,2,0,9,vnabe vqahol,v nabe qahol,SIPAKNA,91.66666666666666,vnabe vqahol qoacutec chucha
47,2,0,10,vcab vqahol,v cab v qahol,KAB'RAQAN,91.66666666666666,x chic vcab vqahol balam a
48,2,0,6,ahau quiche,ahauab quiche,TINAMIT_K'ICHE',91.66666666666666,cutah rech ahau quiche are
49,2,1,22,ahau quiche,ahauab quiche,TINAMIT_K'ICHE',91.66666666666666,hun rech ahau quiche xaqui
50,1,0,39,ahau quiche,ahauab quiche,TINAMIT_K'ICHE',91.66666666666666,yul ruq nihaibab ahau quiche
50,2,1,20,ahauab cotuha,ahau cotuha,K'OTUJA_KQCUATRO,91.66666666666666,taxevl chic ahauab cotuha ruq
51,1,0,11,ahau quiche,ahauab quiche,TINAMIT_K'ICHE',91.66666666666666,cahi chiahauab ahau quiche
51,1,3,33,chuch camha,vchuch cam ha,UCHUCH_K'AMJA,91.66666666666666,chuch camha nimchocoh nihaib
51,1,4,38,ahau quiche,ahauab quiche,TINAMIT_K'ICHE',91.66666666666666,a re chicut ahau quiche va
51,1,4,42,ahau quiche,ahauab quiche,TINAMIT_K'ICHE',91.66666666666666,hauab chuvach ahau quiche
53,1,0,23,ahau quiche,ahauab quiche,TINAMIT_K'ICHE',91.66666666666666,vach ahau quiche are cut qui
53,2,3,41,ahau quiche,ahauab quiche,TINAMIT_K'ICHE',91.66666666666666,ahau quiche tzutuha quilna cahba
55,1,1,40,ahauab quiche,ahau quiche,AJAW_K'ICHE',91.66666666666666,hunal ahauab quiche
56,2,5,7,ahau quiche,ahauab quiche,TINAMIT_K'ICHE',91.66666666666666,ahau quiche are vleel vtazel
56,2,9,19,ahau quiche,ahauab quiche,TINAMIT_K'ICHE',91.66666666666666,chuvach ahau quiche
56,2,11,29,ahau quiche,ahauab quiche,TINAMIT_K'ICHE',91.66666666666666,ch ahau quiche rox nim chocoh
1,1,1,41,vchuch,chuch,IXMUKANE,90.9090909090909,vchuch vcahau qazlem vi
1,1,1,41,vchuch,chuch,IXKIK',90.9090909090909,vchuch vcahau qazlem vi
1,1,1,41,vchuch,chuch,XA_Q'ANA_JAL,90.9090909090909,vchuch vcahau qazlem vi
1,1,1,41,vchuch,chuch,IXOQ_AJAWAB',90.9090909090909,vchuch vcahau qazlem vi
1,1,1,41,vcahau,cahau,XPIYAKOK,90.9090909090909,vchuch vcahau qazlem vi
1,1,1,41,vcahau,cahau,JUN_JUNAJPU,90.9090909090909,vchuch vcahau qazlem vi
1,1,1,41,vcahau,cahau,XA_Q'ANA_JAL,90.9090909090909,vchuch vcahau qazlem vi
1,1,1,41,vcahau,cahau,K'O'AJAW_AKDOS,90.9090909090909,vchuch vcahau qazlem vi
1,1,1,45,qahol,vqahol,KA'IB'_K'AJOLAB',90.9090909090909,quil al zaquil qahol ah
1,2,1,3,chamam,camam,SAQI_NIM_AQ_SIS,90.9090909090909,cacatzinin oc caca chamam oc
1,2,1,3,chamam,camam,XA_Q'ANA_JAL,90.9090909090909,cacatzinin oc caca chamam oc
1,2,2,29,quehe,queche,TINAMIT_K'ICHE',90.9090909090909,naoh chiqui qoheic quehe
1,2,2,30,ri cah,ri ah,AJ,90.9090909090909,cut xax qo vi ri cah qonaipu
2,1,0,29,quehe,queche,TINAMIT_K'ICHE',90.9090909090909,quehe cut xquicot vi ri qu
2,1,0,39,quehe,queche,TINAMIT_K'ICHE',90.9090909090909,ic nimac huyub quehe cut
2,1,0,44,ri cah,ri ah,AJ,90.9090909090909,vi ri cah xcolo nai puch v
2,1,0,45,quehe,queche,TINAMIT_K'ICHE',90.9090909090909,leuh chupan ha quehe cut
2,2,1,7,cacha,cacaha,XA_Q'ANA_JAL,90.9090909090909,am cacha ri alom qaholom
2,2,1,29,quehe,queche,TINAMIT_K'ICHE',90.9090909090909,quehe cut cochoch vi chicop
2,2,2,41,ca bi,ca bix,AB'IX,90.9090909090909,cumatz chibihnacut ri ca bi
2,2,2,42,ichuch,chuch,IXMUKANE,90.9090909090909,cohicaharizah oh ichuch oh
2,2,2,42,ichuch,chuch,IXKIK',90.9090909090909,cohicaharizah oh ichuch oh
2,2,2,42,ichuch,chuch,XA_Q'ANA_JAL,90.9090909090909,cohicaharizah oh ichuch oh
2,2,2,42,ichuch,chuch,IXOQ_AJAWAB',90.9090909090909,cohicaharizah oh ichuch oh
2,2,2,43,icahau,cahau,XPIYAKOK,90.9090909090909,icahau quiqha va na cut hu
2,2,2,43,icahau,cahau,JUN_JUNAJPU,90.9090909090909,icahau quiqha va na cut hu
2,2,2,43,icahau,cahau,XA_Q'ANA_JAL,90.9090909090909,icahau quiqha va na cut hu
2,2,2,43,icahau,cahau,K'O'AJAW_AKDOS,90.9090909090909,icahau quiqha va na cut hu
2,2,2,46,qahol,vqahol,KA'IB'_K'AJOLAB',90.9090909090909,uh tzacol bitol alom qahol
3,1,0,7,quibeh,quieh,KEJ,90.9090909090909,quibeh chi qui huhunal ta xqui
3,1,0,11,bixic,abixic,AB'IX,90.9090909090909,bixic cabi rumal oh cah tzac
3,1,0,14,holom,vholom,JUNAJPU,90.9090909090909,holom xevqhax cut xa
3,1,0,14,holom,vholom,JUN_JUNAJPU,90.9090909090909,holom xevqhax cut xa
3,1,0,22,ziqui,ziquin,TZ'IKIN,90.9090909090909,ix ziqui que ca qo couilo qui
3,1,0,24,patan,pa tan,PATAN,90.9090909090909,xa chicam i patan y xa i tiohil
3,1,0,24,tiohil,tohil,TOJIL,90.9090909090909,xa chicam i patan y xa i tiohil
3,1,0,35,quehe,queche,TINAMIT_K'ICHE',90.9090909090909,puch quehe cut xechacatah
3,2,0,10,vholo,vholom,JUNAJPU,90.9090909090909,vmaric maui chicolol vholo
3,2,0,10,vholo,vholom,JUN_JUNAJPU,90.9090909090909,vmaric maui chicolol vholo
3,2,0,23,quech,queche,TINAMIT_K'ICHE',90.9090909090909,nauachir ta vi quihiloy quech
3,2,0,24,ziqui,ziquin,TZ'IKIN,90.9090909090909,ziqui quech xecha ta xqui
3,2,0,24,quech,queche,TINAMIT_K'ICHE',90.9090909090909,ziqui quech xecha ta xqui
3,2,1,39,ah bit,ahbit,B'ITOL,90.9090909090909,ch ahquih ah bit enic vachi
3,2,1,45,catit,ca tit,IXMUKANE,90.9090909090909,catit camam xpiyacoc xmuca
3,2,1,45,camam,ca mam,SAQI_NIM_AQ_SIS,90.9090909090909,catit camam xpiyacoc xmuca
3,2,1,45,camam,ca mam,XA_Q'ANA_JAL,90.9090909090909,catit camam xpiyacoc xmuca
3,2,1,46,chatah,chaah,CHAAJ,90.9090909090909,ne chatah ta chavaxoc ta zaqui
4,1,0,20,ahbit,ah bit,B'ITOL,90.9090909090909,ahbit chi racan xmucane vbi
4,1,0,26,ahbit,ah bit,IXMUKANE,90.9090909090909,puch cumal ahtzac ahbit
4,2,0,2,quehe,queche,TINAMIT_K'ICHE',90.9090909090909,qux cah quehe cut xepah chivi
4,2,0,11,quehe,queche,TINAMIT_K'ICHE',90.9090909090909,ioh quitiohil quehe cut maui
4,2,0,13,quech,queche,TINAMIT_K'ICHE',90.9090909090909,tol alai quech quxlaai quech
4,2,1,28,quech,queche,TINAMIT_K'ICHE',90.9090909090909,vinaquirizay quech quehe
4,2,1,28,quehe,queche,TINAMIT_K'ICHE',90.9090909090909,vinaquirizay quech quehe
4,2,1,40,chuch,vchuch,IXMUKANE,90.9090909090909,qui chuch chuvach puch qui
4,2,1,41,cahau,ca hau,JUN_JUNAJPU,90.9090909090909,cahau ri vqux cah huracan
4,2,1,41,cahau,vcahau,KUCHUMA_KIK',90.9090909090909,cahau ri vqux cah huracan
4,2,1,41,cahau,vcahau,KAWEQ,90.9090909090909,cahau ri vqux cah huracan
4,2,1,41,cahau,coahau,K'O'AJAW_AKDOS,90.9090909090909,cahau ri vqux cah huracan
5,1,0,15,tiohil,tohil,TOJIL,90.9090909090909,puch i tiohil xqhari qui
5,1,0,42,holom,vholom,JUNAJPU,90.9090909090909,holom cax xban chique
5,1,0,42,holom,vholom,JUN_JUNAJPU,90.9090909090909,holom cax xban chique
5,2,0,11,ahbit,ah bit,IXMUKANE,90.9090909090909,tzac ahbit arecuri qoy que
5,2,1,37,quehe,queche,TINAMIT_K'ICHE',90.9090909090909,chuvach nu calibal quehe
5,2,1,39,qahol,vqahol,KA'IB'_K'AJOLAB',90.9090909090909,mal zaquil al zaquil qahol
6,1,0,4,quehe,queche,TINAMIT_K'ICHE',90.9090909090909,quehe cut cucobizah vi rib ri
6,1,0,10,quehe,queche,TINAMIT_K'ICHE',90.9090909090909,che quehe cut xchicabih chic
6,1,0,13,ahbit,ah bit,IXMUKANE,90.9090909090909,nac rumal ahtzac ahbit
6,1,1,24,quehe,queche,TINAMIT_K'ICHE',90.9090909090909,chuvach vleu quehe cut
6,1,1,26,chica v vbah,chicavvbah,WUB,90.9090909090909,cha chica v vbah vi chiri
6,1,1,40,chuch,ichuch,ALOM,90.9090909090909,qui chuch rixoquil ri v
6,2,0,5,quehe,queche,TINAMIT_K'ICHE',90.9090909090909,huyub rumal xaui quehe
6,2,0,7,vqahol,qahol,K'AJOLOM,90.9090909090909,no vqahol vvcub caquix
6,2,0,7,vqahol,qahol,TAMASUL,90.9090909090909,no vqahol vvcub caquix
6,2,0,13,vqahol,qahol,K'AJOLOM,90.9090909090909,xavi vqahol vvcub caquix
6,2,0,13,vqahol,qahol,TAMASUL,90.9090909090909,xavi vqahol vvcub caquix
6,2,0,15,cahau,vcahau,K'AJOLOM,90.9090909090909,nimal chirih qui cahau are
6,2,0,15,cahau,ca hau,JUN_JUNAJPU,90.9090909090909,nimal chirih qui cahau are
6,2,0,15,cahau,vcahau,KUCHUMA_KIK',90.9090909090909,nimal chirih qui cahau are
6,2,0,15,cahau,vcahau,KAWEQ,90.9090909090909,nimal chirih qui cahau are
6,2,0,15,cahau,coahau,K'O'AJAW_AKDOS,90.9090909090909,nimal chirih qui cahau are
6,2,0,16,xquil,xoquil,IXOQ_AJAWAB',90.9090909090909,cut itzel xquil vi qaholab
6,2,0,18,chuch,ichuch,ALOM,90.9090909090909,chuch canabe cahau quehe
6,2,0,18,chuch,vchuch,IXMUKANE,90.9090909090909,chuch canabe cahau quehe
6,2,0,18,cahau,vcahau,K'AJOLOM,90.9090909090909,chuch canabe cahau quehe
6,2,0,18,cahau,ca hau,JUN_JUNAJPU,90.9090909090909,chuch canabe cahau quehe
6,2,0,18,cahau,vcahau,KUCHUMA_KIK',90.9090909090909,chuch canabe cahau quehe
6,2,0,18,cahau,vcahau,KAWEQ,90.9090909090909,chuch canabe cahau quehe
6,2,0,18,cahau,coahau,K'O'AJAW_AKDOS,90.9090909090909,chuch canabe cahau quehe
6,2,0,18,quehe,queche,TINAMIT_K'ICHE',90.9090909090909,chuch canabe cahau quehe
7,1,0,39,chuch,ichuch,ALOM,90.9090909090909,qui chuch qui cahau quehe
7,1,0,39,chuch,vchuch,IXMUKANE,90.9090909090909,qui chuch qui cahau quehe
7,1,0,39,cahau,vcahau,K'AJOLOM,90.9090909090909,qui chuch qui cahau quehe
7,1,0,39,cahau,ca hau,JUN_JUNAJPU,90.9090909090909,qui chuch qui cahau quehe
7,1,0,39,cahau,vcahau,KUCHUMA_KIK',90.9090909090909,qui chuch qui cahau quehe
7,1,0,39,cahau,vcahau,KAWEQ,90.9090909090909,qui chuch qui cahau quehe
7,1,0,39,cahau,coahau,K'O'AJAW_AKDOS,90.9090909090909,qui chuch qui cahau quehe
7,1,0,47,ib qaholab,caib qaholab,KA'IB'_K'AJOLAB',90.9090909090909,ib qaholab vtz bala xeqha
7,2,0,5,ib qaholab,caib qaholab,KA'IB'_K'AJOLAB',90.9090909090909,ib qaholab chiquih ta xei
7,2,0,11,camam,ca mam,XA_Q'ANA_JAL,90.9090909090909,camam xqha curi ahau xa
7,2,0,36,quehe,queche,TINAMIT_K'ICHE',90.9090909090909,quehe ta cut chitocobah vi nu
8,1,0,2,xoquic,xquic,IXKIK',90.9090909090909,vquexel re xoquic xa chi cu
8,1,0,16,quehe,queche,TINAMIT_K'ICHE',90.9090909090909,xoquil vvcub caquix quehe
8,1,1,41,qahol,vqahol,KA'IB'_K'AJOLAB',90.9090909090909,pacna v nabe qahol vvcub
8,1,1,41,nabe qahol,v nabe qahol,SIPAKNA,90.9090909090909,pacna v nabe qahol vvcub
8,1,1,44,chuchi,chuch,ALOM,90.9090909090909,na catinic chuchi ha ta xe
8,1,1,44,chuchi,chuch,IXMUKANE,90.9090909090909,na catinic chuchi ha ta xe
8,1,1,44,chuchi,chuch,IXKIK',90.9090909090909,na catinic chuchi ha ta xe
8,1,1,44,chuchi,chuch,XA_Q'ANA_JAL,90.9090909090909,na catinic chuchi ha ta xe
8,1,1,44,chuchi,chuch,IXOQ_AJAWAB',90.9090909090909,na catinic chuchi ha ta xe
8,2,0,10,chuchi,chuch,ALOM,90.9090909090909,acanoc chuchi qui cabal omuch
8,2,0,10,chuchi,chuch,IXMUKANE,90.9090909090909,acanoc chuchi qui cabal omuch
8,2,0,10,chuchi,chuch,IXKIK',90.9090909090909,acanoc chuchi qui cabal omuch
8,2,0,10,chuchi,chuch,XA_Q'ANA_JAL,90.9090909090909,acanoc chuchi qui cabal omuch
8,2,0,10,chuchi,chuch,IXOQ_AJAWAB',90.9090909090909,acanoc chuchi qui cabal omuch
8,2,0,12,achuch,chuch,ALOM,90.9090909090909,at qahol qo pa achuch acahau
8,2,0,12,achuch,chuch,IXMUKANE,90.9090909090909,at qahol qo pa achuch acahau
8,2,0,12,achuch,chuch,IXKIK',90.9090909090909,at qahol qo pa achuch acahau
8,2,0,12,achuch,chuch,IXOQ_AJAWAB',90.9090909090909,at qahol qo pa achuch acahau
8,2,0,12,acahau,cahau,K'AJOLOM,90.9090909090909,at qahol qo pa achuch acahau
8,2,0,12,acahau,cahau,XPIYAKOK,90.9090909090909,at qahol qo pa achuch acahau
8,2,0,12,acahau,cahau,K'O'AJAW_AKDOS,90.9090909090909,at qahol qo pa achuch acahau
9,1,0,10,ziqui,ziquin,TZ'IKIN,90.9090909090909,vmal mapa qui ta nu ziqui
9,1,0,42,zanic,zuanic,SU',90.9090909090909,pe zanic pu vleu ta chuin oc
9,2,0,1,zanic,zuanic,SU',90.9090909090909,puch ta xtubuquih zanic quebi
9,2,0,5,xquil,xoquil,IXOQ_AJAWAB',90.9090909090909,zipacna ta xquil curi qaholab
9,2,0,7,zanic,zuanic,SU',90.9090909090909,na zanic mixeculun vloc mi
9,2,0,13,zanic,zuanic,SU',90.9090909090909,cuya vla chiquech ri zanic que
9,2,0,26,vqahol,qahol,K'AJOLOM,90.9090909090909,mal zipacna vqahol ri vv
9,2,0,26,vqahol,qahol,TAMASUL,90.9090909090909,mal zipacna vqahol ri vv
9,2,0,27,quehe,queche,TINAMIT_K'ICHE',90.9090909090909,cub caquix quehe cut qui
10,1,0,6,pa hac,pa ha,B'ALAM_JA,90.9090909090909,are v xul tap xuxic pa hac
10,1,0,6,pa hac,pa ha,SOTZ'I_JA,90.9090909090909,are v xul tap xuxic pa hac
10,1,0,14,xquicu,xquic,IXKIK',90.9090909090909,xquicu ri zipacna chiya a
10,1,0,15,qahol,vqahol,KA'IB'_K'AJOLAB',90.9090909090909,pa catbe vi at qahol xcha
10,2,0,33,quehe,queche,TINAMIT_K'ICHE',90.9090909090909,ri zipacna quehe vchacata
10,2,0,37,qahol,vqahol,KA'IB'_K'AJOLAB',90.9090909090909,xic oher v nabe qahol vvc
10,2,1,44,qahol,vqahol,KA'IB'_K'AJOLAB',90.9090909090909,cab v qahol vvcub caquix cab
11,1,0,4,qahol,vqahol,KA'IB'_K'AJOLAB',90.9090909090909,qahol vvcub caquix hunchic
11,1,0,9,quehe,queche,TINAMIT_K'ICHE',90.9090909090909,quehe chuxic chibochih cu vbic
11,1,0,22,qahol,vqahol,KA'IB'_K'AJOLAB',90.9090909090909,apa cat be vi at qahol xeqha chi
11,1,0,33,quech,queche,TINAMIT_K'ICHE',90.9090909090909,naquila quech at qahol xa
11,1,0,33,qahol,vqahol,KA'IB'_K'AJOLAB',90.9090909090909,naquila quech at qahol xa
11,1,0,35,qahol,vqahol,KA'IB'_K'AJOLAB',90.9090909090909,bec at qahol are curi hun ni
11,1,0,41,qahol,vqahol,KA'IB'_K'AJOLAB',90.9090909090909,vach at qahol ve cut quitzih
11,2,0,22,quehe,queche,TINAMIT_K'ICHE',90.9090909090909,leu chicatzac vi quehe cut pu
12,1,1,20,cahau,vcahau,K'AJOLOM,90.9090909090909,bi qui cahau ri hun ahpu xbalan
12,1,1,20,cahau,ca hau,JUN_JUNAJPU,90.9090909090909,bi qui cahau ri hun ahpu xbalan
12,1,1,20,cahau,vcahau,KUCHUMA_KIK',90.9090909090909,bi qui cahau ri hun ahpu xbalan
12,1,1,20,cahau,vcahau,KAWEQ,90.9090909090909,bi qui cahau ri hun ahpu xbalan
12,1,1,20,cahau,coahau,K'O'AJAW_AKDOS,90.9090909090909,bi qui cahau ri hun ahpu xbalan
12,1,1,25,bixic,abixic,AB'IX,90.9090909090909,bixic quicahau
12,1,2,28,cahau,vcahau,K'AJOLOM,90.9090909090909,cut qui cahau ri xpiyacoc xmu
12,1,2,28,cahau,ca hau,JUN_JUNAJPU,90.9090909090909,cut qui cahau ri xpiyacoc xmu
12,1,2,28,cahau,vcahau,KUCHUMA_KIK',90.9090909090909,cut qui cahau ri xpiyacoc xmu
12,1,2,28,cahau,vcahau,KAWEQ,90.9090909090909,cut qui cahau ri xpiyacoc xmu
12,1,2,28,cahau,coahau,K'O'AJAW_AKDOS,90.9090909090909,cut qui cahau ri xpiyacoc xmu
12,1,2,32,hunhunahpu e,hunhunahpu,JUNAJPU,90.9090909090909,cane are curi hunhunahpu e
12,1,2,34,qahol,vqahol,KA'IB'_K'AJOLAB',90.9090909090909,qahol hun batz vbi nabe al hun
12,1,2,36,chuch,ichuch,ALOM,90.9090909090909,cut vbi qui chuch va xbaqui
12,1,2,36,chuch,vchuch,IXMUKANE,90.9090909090909,cut vbi qui chuch va xbaqui
12,1,2,40,qahol,vqahol,KA'IB'_K'AJOLAB',90.9090909090909,quel xapu vcab xa qahol vqo
12,2,0,9,raxa cacul,raxa caculha,RAXA_KAQULJA,90.9090909090909,can chi chipi caculha raxa cacul
12,2,0,12,balba,xbalba,XIB'ALB'A,90.9090909090909,balba chire libah chi chopon chic
12,2,0,15,chuch,ichuch,ALOM,90.9090909090909,ca cut qui chuch ri hun batz hun
12,2,0,15,chuch,vchuch,IXMUKANE,90.9090909090909,ca cut qui chuch ri hun batz hun
12,2,0,30,vpatan,patan,PATAN,90.9090909090909,nohel yaol vpatan rahauarem
12,2,0,47,vpatan,patan,PATAN,90.9090909090909,pan chicamouic are vpatan vi cha
13,1,0,10,cahaua,cahau,K'AJOLOM,90.9090909090909,ahau xic patan quibi are cahaua
13,1,0,10,cahaua,cahau,XPIYAKOK,90.9090909090909,ahau xic patan quibi are cahaua
13,1,0,10,cahaua,cahau,JUN_JUNAJPU,90.9090909090909,ahau xic patan quibi are cahaua
13,1,0,10,cahaua,cahau,XA_Q'ANA_JAL,90.9090909090909,ahau xic patan quibi are cahaua
13,1,0,10,cahaua,cahau,K'O'AJAW_AKDOS,90.9090909090909,ahau xic patan quibi are cahaua
13,1,0,26,quica,quicab,K'IKAB'_KQSIETE,90.9090909090909,vach vach zot puch quica uu
13,1,0,31,vqahol,qahol,K'AJOLOM,90.9090909090909,uen vqahol hun hunahpu xca
13,1,0,31,vqahol,qahol,TAMASUL,90.9090909090909,uen vqahol hun hunahpu xca
13,1,0,32,chuch,ichuch,ALOM,90.9090909090909,minac oc qui chuch cachui chic
13,1,0,32,chuch,vchuch,IXMUKANE,90.9090909090909,minac oc qui chuch cachui chic
13,1,1,44,quehe,queche,TINAMIT_K'ICHE',90.9090909090909,tzih cacamaihah qui chi quehe
13,2,0,12,holom,vholom,JUNAJPU,90.9090909090909,holom tucur xa vtuquel vholom
13,2,0,12,holom,vholom,JUN_JUNAJPU,90.9090909090909,holom tucur xa vtuquel vholom
13,2,0,14,rahpop,ahpop,AJPOP,90.9090909090909,e cahib ri zamahel rahpop achi
13,2,0,24,holom,vholom,JUNAJPU,90.9090909090909,chamia bac chamia holom xi
13,2,0,24,holom,vholom,JUN_JUNAJPU,90.9090909090909,chamia bac chamia holom xi
