line_num,spa_str,quc_str,line_marker
4157,Like truly his head it came to be.,Keje' ri' qitzij u jolom xuxik.,
4158,"Then therefore they made their words,","K'ate k'ut ta xkib'an ki tzij,",
4159,They counseled together.,Xepixab'an kib'.,
4160,"“Not any you play ball,","“Ma naqi katcha'jik,",4160
4161,Merely you look threatening.,Xaqi chayekuj awib'.,
4162,"Merely I one,","Xa in jun,",
4163,"Truly I accomplish it,” said Xbalanque to him.","Qi kinb'anowik,” xcha' Xb'alanke chire.",
4164,Then therefore he instructed a rabbit:,K'ate k'ut ta xupixab'aj jun umul:,
4165,“You be then there,“Katk'oje' ta chiri',
4166,At its head ballcourt.,Chuwi' jom.,
4167,"At head,","Chi wi',",
4168,"You be in tomato patch,”","Katk'oje' wi chupan pixk,”",
4169,Was told rabbit by Xbalanque.,Xuchax umul rumal Xb'alanke.,
4170,"“When it will come rubber ball with you,","“Chopon na kik' awuk',",4170
4171,Then you go out,K'ate katelik,
4172,"Until I accomplish it,”","K'a in kib'anowik,”",
4173,"Was told the rabbit,","Xuchax ri umul,",
4174,When he was instructed,Ta xpixab'axik,
4175,In the night.,Chaq'ab'.,
4176,"Then therefore it dawned,","K'ate k'ut ta xsaqirik,",
4177,Merely instead good their faces both of them.,Xa wi xare utz ki wach ki kab' ichal.,
4178,"DROPPED again therefore their ball,","XQAJ chi k'u ki cha'j,",
4179,Placed now therefore his head Hunahpu atop ballcourt,K'olan chi k'u u jolom Junajpu chuwi' jom.,
4180,"“We triumphed already,","“Mi xqach'ako yan,",4180
4181,"You did it,","Mi xib'ano,",
4182,"You give in,","Kiya'n,",
4183,"You gave it,”","Mi xiya'o,”",
4184,They were told.,Xe'uchaxik.,
4185,Merely therefore only he would call out Hunahpu:,Xa wi k'u xere chisik'in Junajpu:,
4186,"“Strike the head as rubber ball,”","“Chak'aqa' ri jolom chi kik',”",
4187,They are told.,Ke'uchaxik.,
4188,"“Not therefore they will harm us again,","“Ma k'u chikiqaq'axow chik,",
4189,We will be threatening.”,Chiyekow qib'.”,
4190,They therefore threw down rubber ball its lords Xibalba.,Are' k'u xetzaqow kik' rajawal Xib'alb'a.,4190
4191,He met it therefore Xbalanque.,Xuk'ul k'ut Xb'alanke.,
4192,"It landed therefore the rubber ball before yoke,","Taqal k'u ri kik' chuwach b'ate,",
4193,It bounced.,Chitanenik.,
4194,"Then it went out,","Ta xelik,",
4195,Straightaway therefore it passed over rubber ball above ballcourt.,Ju su k'u xik'ow kik' chuwi' jom.,
4196,"Merely one,","Xa jun,",
4197,Merely two bounces landed in tomatoes.,Xa ka nab' wi taqal pa pix.,
4198,Then he went out therefore the rabbit,Ta xel k'u ri umul,
4199,"Hopping along,","Chik'oxk'otik,",
4200,"Then they went fleeing therefore,","Ta xb'ek oq'otal k'ut,",4200
4201,Then they went all the Xibalbans.,Ta xb'e kumal ri Xib'alb'a.,
4202,"They shout,","Kejuminik,",
4203,They rush about.,Kechaninik.,
4204,"They went after the rabbit,","Xeb'e chirij ri umul,",
4205,They ended up going all Xibalba.,Xek'is b'e konojel Xib'alb'a.,
4206,"Then therefore they retrieved the his head Hunahpu,","K'ate k'ut xkik'amixtaj ri u jolom Junajpu,",
4207,It was planted again his chilacayote squash Xbalanque.,Xtikixtaj chik u q'oq' Xb'alanke.,
4208,These now therefore went,Are' chi k'ut xb'e,
4209,To place the chilacayote squash on its top ballcourt.,Kikub'a' ri q'oq' chuwi' jom.,
4210,True head again therefore,Qitzij jolom chi k'u,4210
4211,His head the Hunahpu.,U jolom ri Junajpu.,
4212,"They rejoice now therefore,","Keki'kot chi k'u,",
4213,Both of them.,Ki kab' ichal.,
4214,They therefore go to search for surely rubber ball,Are' k'ut keb'e tzuku na kik',
4215,The Xibalbans.,Ri Xib'alb'a.,
4216,"Then therefore they retrieved it again,","K'ate k'ut xkik'amixtaj chi,",
4217,The rubber ball in tomatoes.,Ri kik' pa pix.,
4218,Then they called again therefore:,Ta xesik'in chi k'ut:,
4219,“Come!,“Kixpetoq!,
4220,"This rubber ball ours,","Wa'e kik' qe,",4220
4221,We found it!” they said.,Mi xqariqo!” xecha'.,
4222,They were carrying a round thing now therefore,Ki k'olem chi k'ut,
4223,When they came Xibalbans.,Ta xe'ul Xib'alb'a.,
4224,“What this we saw?”,“Naqi pa ri' mi xqilo?”,
4225,They said therefore.,Xecha' k'ut.,
4226,"Then they began again therefore to play ball,","Ta xkitikib'a' chi k'ut cha'jik,",
4227,Equal ball plays now therefore they did now both of them. Junam cha'jik chi k'ut xkib'an chik ki kab' ichal.,,
4228,Then therefore was struck the chilacayote squash by Xbalanque.,K'ate k'ut xk'aqataj ri q'oq' rumal Xb'alanke.,
4229,It strewed the chilacayote squash dropped in ballcourt.,Chipuk'ab'in ri q'oq' xqaj pa jom.,
4230,Scattered therefore,Saqiram k'u,4230
4231,The its seeds before their faces.,Ri u sakilal chikiwach.,
4232,“What this you went to get?,“Naqi pa ri' chib'e i k'ama'?,
4233,Where is the obtainer of it?” said Xibalbans.,Apa k'o wi ri k'amol re?” xcha' Xib'alb'a.,
4234,Thus their defeat,Keje' k'ut ki ch'akatajik,
4235,"Its lords Xibalba,","Rajawal Xib'alb'a,",
4236,"By Hunahpu,","Rumal Junajpu,",
4237,Xbalanque.,Xb'alanke.,
4238,"Great affliction they were in,","Nima k'axk'ol xek'oje' wi,",
4239,Not these they died.,Mawi are' xekam wi.,
4240,The everything,Ri ronojel,4240
4241,Was done to them.,Xb'an chike.,
4242,THIS therefore their memorial their deaths,ARE' k'ut wa'e ki nab'al ki kamik,
4243,"Hunahpu,","Junajpu,",
4244,Xbalanque.,Xb'alanke.,
4245,This their memorial their deaths we shall tell now.,Are' wa' ki nab'al ki kamik xchiqab'ij chik.,
4246,"When they planned therefore,","Ta xepixab'aj k'ut,",
4247,They did it.,Xkib'ano.,
4248,"All affliction,","Ronojel k'axk'ol,",
4249,"Misfortune done to them,","Ra'il xb'an chike,",
4250,Not they died by,Mawi xekamik rumal,4250
4251,Its trials Xibalba.,U tijob'al Xib'alb'a.,
4252,Not were they defeated by,Mawi xech'akatajik rumal,
4253,All ravenous animals there are in Xibalba.,Ronojel ti'onel chikop e k'o chi Xib'alb'a.,
4254,"Then therefore they summoned two seers,","K'ate k'ut ta xkitaq chi kaib' nik'wachinel,",
4255,As these visionaries.,Keje' ri' e ilol.,
4256,They their names these:,Are' ki b'i' wa':,
4257,"Descended,","Xulu,",
4258,Ascended.,Paqam.,
4259,They sages.,E eta'manel.,
4260,"“If we are asked about to you by its lords Xibalba,","“We kojtz'onoxik chiwe kumal rajawal Xib'alb'a,",
4261,Because of this our death.,Rumal ri' qa kamik.,
4262,Their thoughts they combine,Ki na'oj kakinuk',
4263,"Because of this not we died,","Rumal ri' mawi mi xojkamik,",
4264,Not also we were defeated.,Ma pu mi xojch'akatajik.,
4265,"We confounded their trials,","Mi xqasach ki tijob'al,",
4266,Not merely animals entered to us.,Ma xa chikop chok chiqe.,
4267,This therefore its sign this in our hearts:,Are' k'u retal wa' chi qa k'u'x:,
4268,Heated stones means of murder ours by them.,Chojim ab'aj kamisab'al qe kumal.,
4269,"They gathered themselves all Xibalba,","Mi xekuchu kib' ronojel Xib'alb'a,",
4270,Not therefore truly then we die.,Ma k'u qitzij ta kojkamik.,4270
4271,This therefore your thought,Are' k'u i na'oj,
4272,This we shall tell.,Wa' xchiqab'ij.,
4273,If you come to be asked by them,We kixul tz'onob'exoq kumal,
4274,"About our death when we are burned,","Chirech qa kamik ta kojk'atoq,",
4275,"What shall you tell them,","Naqi xchikucha'j,",
4276,"You Descended,","Ix Xulu,",
4277,"You Ascended,","Ix Paqam,",
4278,If they speak to you?,We kecha' chiwe?,
4279,‘Not good perhaps,‘Ma utz lo,
4280,We will scatter then,Chiqatix ta,4280
4281,"Their bones in canyon,’","Ki b'aqil pa siwan,’",
4282,‘If not then good?,‘We ma b'a utz?,
4283,"Merely only again would be revived their faces,’ you say. Xa wi xere chik chik'astaj ki wach,’ kixcha'.",,
4284,‘If then this good,‘We b'a are' utz,
4285,Merely we shall hang them,Xa chiqaxekeb'a',
4286,In its top tree?’ then they say again to you.,Chuwi' che'?’ ta kecha' chik chiwe.,
4287,"‘Certainly not good,","‘Xax ma utz wi,",
4288,"Merely only you would see before their faces,’ you say.","Xa wi xere chiwil chikiwach,’ kixcha'.",
4289,Then they say again therefore,Ta kecha' chi k'ut,
4290,"For third time,","Chi rox mul,",4290
4291,‘Merely then this its good thing,‘Xa b'a are' rutzil,
4292,Merely we will scatter their bones in its course river?’,Xa chiqatix ki b'aqil pa raqan ja'?’,
4293,"If therefore you are told then by them,","We k'ut kixuchax chik kumal,",
4294,"‘This good then that they die,","‘Are' utz b'a la' kekamik,",
4295,Then therefore good,K'ate k'u utz,
4296,"That they would be ground their bones on its face stone,","Chijok' ki b'aqil chuwach ab'aj,",
4297,"Like would be ground fine maize flour,","Keje' ri' chike'x k'ajim jal,",
4298,Each one therefore would be ground.,Jujunal k'u chike'ik.,
4299,"Then therefore would be scattered thither in its course river,K'ate k'u chitix ub'ik chi raqan a',",,
4300,"Would be sprinkled on therefore river,","Chirikaj k'u a',",4300
4301,"That goes through small mountains,","Chib'e ch'uti juyub',",
4302,"Great mountains,’","Nima juyub',’",
4303,You say therefore.,Kixcha' k'ut.,
4304,Then will be made manifest,Ta chik'utunisaj,
4305,"The our counsel,","Ri qa pixab',",
4306,"We said to you,”","Mi xqab'ij chiwe,”",
4307,"Said Xhunahpu,","Xecha' Xjunajpu,",
4308,Xbalanque.,Xb'alanke.,
4309,"When they gave counsel,","Ta xepixab'ik,",
4310,They knew of their death.,Xketa'maj ki kamik.,4310
4311,"This is made the great heated stones,","Are' kab'an ri nima chojim ab'aj,",
4312,Like the pit oven.,Keje' ri chojib'al.,
4313,"Truly they made it Xibalbans,","Qi xkib'an Xib'alb'a,",
4314,Great coals they placed.,Nima'q xaq xkikojo.,
4315,"Then therefore arrived messengers,","K'ate k'ut xul samajel,",
4316,"Accompaniers theirs,","Achb'ilay ke,",
4317,"Their messengers One Death,","U samajel Jun Kame,",
4318,Seven Death.,Wuqub' Kame.,
4319,“‘May they come!,“‘Kepetoq!,
4320,"We go then with boys,","Kojb'e ta kuk' k'ajolab',",4320
4321,To go then,Chib'e ta,
4322,To see,Kila',
4323,"Until we cook you up,’","K'a kixqachojij,’",
4324,"Say lords,","Kacha' ajaw,",
4325,"You boys,”","Ix k'ajolab',”",
4326,They were told.,Xe'uchaxik.,
4327,"“Good then that,”","“Utz b'a la',”",
4328,They said therefore.,Xecha' k'ut.,
4329,"Quickly they went,","Anim xeb'ek,",
4330,They arrived therefore at its mouth pit oven.,Xe'opon k'ut chuchi' choj.,4330
4331,There therefore they wanted to force,Chiri' k'ut xeraj ch'ij wi,
4332,Into playing.,Chi etz'anem.,
4333,"“Let us jump over this the our sweet drink,","“Qach'opij wa'e ri qa ki',",
4334,"Four times,","Kaj taq mul taj,",
4335,Across it,Chi q'axiq'aj,
4336,"Each one of us,","Chiqajujunal,",
4337,"You boys,” they were told therefore","Ix k'ajolab',” xecha'x k'ut",
4338,By One Death.,Rumal Jun Kame.,
4339,“Not this you pluck us this.,“Mawi are' kojimich' wi ri'.,
4340,"Not do we know our death,","Ma pa qeta'm qa kamik,",4340
4341,You lords?,Ix ajawab'?,
4342,"You will see it surely,” they said therefore.","Chiwila' na,” xecha' k'ut.",
4343,"Then they faced each others face,","Ta xkik'ulawachij ki wach,",
4344,"They spread their hands both of them,","Xkirip ki q'ab' ki kab' ichal,",
4345,"They also headfirst when they went in pit oven,","E pu jupujuj ta xeb'ek pa choj,",
4346,There therefore they died both of them.,Chiri' k'ut xekam wi ki kab' ichal.,
4347,They rejoice now therefore,Keki'kot chi k'ut,
4348,All Xibalbans.,Ronojel Xib'alb'a.,
4349,"Contented their shouting,","Taqal ki yuyub',",
4350,Contented their whistling.,Taqal ki xulq'ab'.,4350
4351,“We defeated them!,“Mi xeqach'ako!,
4352,"Truly not too soon they gave themselves,” they said.","Qitzij mawi ata'n xkiya' kib',” xecha'.",
4353,"Then therefore their summoning the Descended,","K'ate k'ut ki taqik ri Xulu,",
4354,"Ascended,","Paqam,",
4355,They left behind their word.,Xkanaj wi ki tzij.,
4356,Merely only were asked,Xa wi xare xtz'onox,
4357,"These went their bones,","Ri xb'e wi ki b'aqil,",
4358,When they divined Xibalbans.,Ta xeq'ijin Xib'alb'a.,
4359,"Were ground their bones,","Xjok' ki b'aqil,",
4360,"Were strewn along its course river,","Xb'e tixoq chi raqan a',",4360
4361,Not therefore they went then far away.,Ma k'u xeb'e ta chi naj.,
4362,Merely straightaway they sank beneath water.,Xa ju su xeqaj chuxe' a'.,
4363,"Chosen boys they came to be,","E cha'om k'ajolab' xe'uxik,",
4364,Merely only their faces came to be.,Xa wi xere ki wach xuxik.,
4365,"They appeared again therefore,","Xek'utun chi k'ut,",
4366,ON fifth day therefore they appeared again.,CHI ro' b'ix k'ut xek'utun chik.,
4367,"They were seen in river by people,","Xe'il chi ya' rumal winaq,",
4368,They two like the mere people fish they appeared.,E kaib' keje' ri xa winaq kar xewachinik.,
4369,"When were seen their faces by Xibalbans,","Ta xil ki wach kumal Xib'alb'a,",
4370,They were searched for therefore in rivers.,Xetzukux k'ut chi taq ya'.,4370
4371,"Very next day therefore they would appear,","Xchuweqa k'ut kek'utunoq,",
4372,"They two as poor orphans,",E kaib' chi meb'a'.,
4373,"Rags their fronts,","Atz'iyaq ki wach,",
4374,"Rags also on their backs,","Atz'iyaq pu kij,",
4375,Rags therefore their coverings.,Atz'iyaq k'ut ki q'u'.,
4376,"Not surely they would do henceforth then their appearance, Ma na chib'an an ta ki wach,",,
4377,When truly they were seen by Xibalbans.,Ta qi xe'ilik rumal Xib'alb'a.,
4378,Various now therefore they did it,Jala chi k'ut xkib'ano,
4379,"Merely Dance Whippoorwill,","Xa Xajoj Pujuy,",
4380,"Dance Weasel,","Xajoj Kux,",4380
4381,"Merely Armadillo they danced,","Xa Ib'oy xkixajo,",
4382,"Merely Centipede,","Xa Xtz'ul,",
4383,Merely Injury they danced now.,Xa Ch'itik xkixaj chik.,
4384,Many marvels they did now.,K'iya mayijab'al xkib'an chik.,
4385,"They burned house like it truly would burn,","Xkiporoj ja keje' ri' qitzij chik'atik,",
4386,Immediately now therefore they would create again.,Lib'aj chi k'ut chiwinaqir chik.,
4387,Crowded now Xibalbans to watch.,Tzatz chi Xib'alb'a chika'yik.,
4388,Then they would sacrifice themselves.,K'ate chikipus kib'.,
4389,"He would die one of them,","Chikam jun chike,",
4390,He would throw himself down surely in death.,Chipune' na chi kaminaqil.,4390
4391,"First they would kill themselves,","Nab'e chikikamisaj kib',",
4392,Merely only immediately will be revived again their faces. Xa wi xere lib'aj chik'astaj wi chi u wach.,,
4393,"Merely they watch with admiration Xibalbans,","Xa kika'y Xib'alb'a,",
4394,When they would do it.,Ta chikib'ano.,
4395,"All they did now,","Ronojel xkib'an chik,",
4396,"Its groundwork now,","U xe'najik chik,",
4397,Defeat theirs,Ch'akb'al kech,
4398,Xibalbans by them.,Xib'alb'a kumal.,
4399,THEN now also its arrival now,K'ATE chi puch roponik chik,
4400,Its news their dances,U tzijel ki xajoj,4400
4401,"In ears lords One Death,","Chi xikin ajawab' Jun Kame,",
4402,Seven Death.,Wuqub' Kame.,
4403,"They said when they heard it,","Xcha' ta xkita'o,",
4404,“Who the two poor orphans?,“Naqi ri e kaib' meb'a'?,
4405,Is it true that delightful?,La qitzij wi chi kus?,
4406,True also that beautiful,Qitzij wi pu chi jeb'elik,
4407,"Their dancing,","Ki xajowik,",
4408,All they do?” they asked therefore.,Ronojel kakib'ano?” xcha' k'ut.,
4409,"Their account arrived with lords,","Ki tzijoxik xoponik kuk' ajawab',",
4410,Delighted they heard it.,Kus xkita'o.,4410
4411,"Then they entreated therefore their messengers,","Ta xb'ochi' k'ut ki samajel,",
4412,Summoners that they come:,Taqol chi kepetoq:,
4413,"“‘May they arrive to do it,","“‘Chul ta ki b'ana',",
4414,That we watch.,Qaka'y.,
4415,"We would marvel at it,","Keqamayijaj taj,",
4416,"We would watch it also,","Keqaka'yij ta puch,",
4417,"They say lords,’","Kecha' ajawab',’",
4418,"They say it to them,”","Kixcha' chike,”",
4419,Were told the messengers.,Xuchax ri samajel.,
4420,They arrived therefore with the dancers.,Xe'opon k'ut kuk' ri xajol.,4420
4421,Then they spoke therefore,Ta xch'aw k'ut,
4422,Their word lords to them.,Ki tzij ajawab' chike.,
4423,“Not then we would want to,“Ma b'a chiqaj,
4424,Because the truth we are timid.,Rumal ri qitzij kojxob'ik.,
4425,Not merely not we are ashamed,Ma xa mawi kojk'ixb'ik,
4426,We enter out into lordly house.,Kojok apanoq chi ajawal ja.,
4427,"Because truly ugly our faces,","Rumal qi itzel qa wach,",
4428,Not merely their largeness our eyes in poverty.,Ma xa ki nima'q u b'aq' qa wach chi meb'a'.,
4429,Not perhaps is seen to them merely we dancers?,Ma xa on ril chire xa oj xajol?,
4430,What then would we say to our fellow poor orphans?,Naqi ta chiqab'ij chike qach meb'a'?,4430
4431,"There is responsibility, they desire also the our dancing,","K'o k'am, kurayij nay pu ri qa xajoj,",
4432,They revive their faces with us.,Kakik'astaj ki wach quk'.,
4433,"Not like it therefore we shall do to them the lords,","Ma keje' la' k'u xchiqab'an chike ri ajawab',",
4434,"Thus not we want to,","Keje' k'u mawi kaqaj wi,",
4435,"You messengers,”","Ix samajel,”",
4436,"They said therefore,","Xecha' k'ut,",
4437,"The Hunahpu,","Ri Junajpu,",
4438,Xbalanque.,Xb'alanke.,
4439,"They were pestered surely their faces upon misfortune,","Xelejeb'ex na ki wach chuwi' ra',",
4440,Upon pain.,Chuwi' k'ax.,4440
4441,"Red misfortune they went,","Kaq ra'il xeb'ek,",
4442,Not too soon they wanted to have gone.,Mawi ata'n xkaj b'enam.,
4443,"Many times they were compelled,","K'iya mul xech'ijik,",
4444,"Merely they would make little progress,","Xa chimachka'y,",
4445,"Messengers before them,","Samajel chikiwach,",
4446,Obtainers theirs.,K'amol ke.,
4447,Then they went therefore with lord.,Ta xeb'e k'ut ruk' ajaw.,
4448,THEY arrived also with lords.,XE'OPON puch kuk' ajawab'.,
4449,"They pretend to be humble,","Kemoch'och'ik,",
4450,"They would prostrate themselves they arrived,","Chikixulela ki wach xe'oponik,",4450
4451,"They humbled themselves,","Xkikemelaj kib',",
4452,"They would stoop over,","Chikiluk kib',",
4453,"They would bow,","Chikipach kib',",
4454,"They would conceal themselves with rags,","Chimayo kib' chi atz'iyaq,",
4455,True that poor orphans their appearance they arrived.,Qitzij wi chi meb'a' ki wachib'al xe'oponik.,
4456,Then they were asked therefore,Ta xtz'onox k'ut,
