line_num,spa_str,quc_str,line_marker
7347,They would remember their father.,Chikina'b'aj ki qajaw.,
7348,Great its day the Bundle to them.,Nim u q'ij ri Pisom chike.,
7349,Not would they unwrap it.,Mawi chikikiro.,
7350,Only bundled there with them.,Xawi pislik chiri' kuk'.,7340
7351,“Bundled Glory” it was called by them,“Pisom Q'aq'al” chuchaxik kumal,
7352,When it existed.,Ta xk'oji'k.,
7353,"It was named as well their “Wrapping,”","Xb'i'naj puch ki “Q'u'n,”",
7354,Left behind by their father.,Xya' kanoq rumal ki qajaw.,
7355,Only its sign truly,Xa retal qi,
7356,Their existence then they did.,Ki k'oje'ik ta xkib'ano.,
7357,"Thus their loss,","Keje' k'u ki sachik,",
7358,Their ending,Ki ma'ixik,
7359,"Balam Quitze,","B'alam Kitze,",
7360,"Balam Acab,","B'alam Aq'ab',",7350
7361,"Mahucutah,","Majukutaj,",
7362,"Iqui Balam,","Ik'i B'alam,",
7363,First people,E nab'e winaq,
7364,"They came from there,","Xepe chila',",
7365,Across sea,Ch'aqa palo,
7366,At its coming out sun.,Chi releb'al q'ij.,
7367,Anciently they arrive here.,Ojeroq ke'ul waral.,
7368,Then they died elderly now.,Ta xekamik e ri'j chik.,
7369,"Bloodletters,","E aj k'ixb',",
7370,Sacrificers they were named.,Aj k'ajb' ki b'i'nam.,7360
7371,THEN as well then they remembered,K'ATE puch ta xkik'u'xlaj,
7372,Their journey,Ki b'ik,
7373,There,Chila',
7374,Its coming out sun.,Releb'al q'ij.,
7375,They remembered,Are' ki k'u'xlan,
7376,The his instruction their fathers.,Ri u pixab' ki qajaw.,
7377,Not they forgot them.,Mawi xkisacho.,
7378,A long time they were dead their fathers.,Xojeroq kekamoq ki qajaw.,
7379,They gave their wives nations.,Xya' kixoqil amaq'.,
7380,They became fathers-in-law.,Xkiji'aj.,7370
7381,Then they married women three.,Ta xech'oko ixoq e oxib'.,
7382,They said therefore when they went:,Xecha' k'ut ta xeb'ek:,
7383,“We go there its coming out sun.,“Kojb'e chila' releb'al q'ij.,
7384,"There they came our fathers,”","Chila' xepe wi qa qajaw,”",
7385,They said when they took their road,Xecha' ta xkik'am ki b'e,
7386,Three sons.,E oxib' chi k'ajolaxel.,
7387,Co Caib,K'o Kaib',
7388,"His name one,","U b'i' jun,",
7389,"His son Balam Quitze,","U k'ajol B'alam Kitze,",
7390,Of all Cavecs.,Rech ronojel Kaweqib'.,7380
7391,Co Acutec,K'o Akutek,
7392,His name,U b'i',
7393,"Son Balam Acab,","K'ajol B'alam Aq'ab',",
7394,Only of Nihaibs.,Xa rech Nijaib'ab'.,
7395,Co Ahav,K'o Ajaw,
7396,"His name one other,","U b'i' jun chik,",
7397,His son Mahucutah,U k'ajol Majukutaj,
7398,Of Ahau Quiché.,Rech Ajaw K'iche'.,
7399,"These therefore their names,","Are' k'u ki b'i',",
7400,These went there across sea.,Ri' xeb'e chila' ch'aqa palo.,7390
7401,Three,E oxib',
7402,Then they went.,Ta xeb'ek.,
7403,"Only there is their wisdom,","Xawi k'o ki na'oj,",
7404,There is also their knowledge.,K'o pu keta'mab'al.,
7405,Not surely only then people their nature.,Ma na xa e ta winaq ki k'oje'ik.,
7406,They instructed behind,Xkipixab'aj kanoq,
7407,"All their older brothers,","Ronojel katz,",
7408,Their younger brothers.,Ki ch'aq.,
7409,"They rejoice,","Keki'kotik,",
7410,They left.,Xeb'ek.,7400
7411,"“Not we die,","“Mawi kojkamik,",
7412,"We arrive,”","Kojulik,”",
7413,They said,Xecha',
7414,When they went they three.,Ta xeb'ek e oxib'.,
7415,Merely only they passed over on its top sea,Xawi xere xe'ik'owik chuwi' palo,
7416,When they arrived therefore there its coming out sun.,Ta xe'opon k'ut chila' releb'al q'ij.,
7417,Then they went to receive their lordship.,Ta xb'e ki k'ama' ri ajawarem.,
7418,"This therefore his name lord this,","Are' k'ut u b'i' ajaw wa',",
7419,Its lord,Rajawal,
7420,He of its coming out sun.,Aj releb'al q'ij.,7410
7421,They arrived.,Xe'opon wi.,
7422,THEN they arrived therefore,TA xe'opon k'ut,
7423,Before his face lord.,Chuwach ajaw.,
7424,Nacxit his name great lord.,Nakxit u b'i' nima ajaw.,
7425,"Only guardian word,","Xa ju q'atol tzij,",
7426,Crowded his dominion.,Tzatz rajawarem.,
7427,"He therefore gave hither its sign lordship,","Are' k'ut xya'w uloq retal ajawarem,",
7428,All its tokens.,Ronojel u wachinel.,
7429,"Then came its sign Ah Popol,","Ta xpetik retal Aj Popol,",
7430,Ah Pop Reception House.,Aj Pop K'am Ja'il.,7420
7431,"Then came therefore its sign glory,","Ta xpe k'ut retal u q'aq'al,",
7432,Their lordship as well:,Rajawarem puch:,
7433,"Ah Pop,","Aj Pop,",
7434,Ah Pop Reception House.,Aj Pop K'am Ja.,
7435,Completed his giving hither Nacxit,Xk'is u ya' uloq Nakxit,
7436,Its tokens his lordship.,U wachinel rajawarem.,
7437,"These their names,",Are' taq u b'i',
7438,This:,Wa':,
7439,"Canopy,","Muj,",
7440,"Throne,","Q'alib'aj,",7430
7441,"Flute Bone,","Su' B'aq,",
7442,"Drum,","Cham Cham,",
7443,"Bright Black Powder,","Tatil,",
7444,"Yellow Stone,","Q'an Ab'aj,",
7445,"Paws Puma,","Tz'ikwil Koj,",
7446,"Paws Jaguar,","Tz'ikwil B'alam,",
7447,"Head,","Jolom,",
7448,"Hooves Deer,","Pich Kej,",
7449,"Arm Band,","Makutax,",
7450,"Snail Shell Rattle,","T'ot' tatam,",7440
7451,"Tobacco Gourd,","K'us B'us,",
7452,"Food Bowl,","Kaxkon,",
7453,"Macaw Feathers,","Chiyom,",
7454,Snowy Egret Feathers.,Astapulul.,
7455,"All therefore they receive when they came,","Ronojel k'u kek'am ri xepetik,",
7456,When they brought hither from the other side sea,Ta xkik'am ula ri ch'aqa palo,
7457,"Its writings Tulan,","U tz'ib'al Tulan,",
7458,Its writings they called to it.,U tz'ib'al xecha' chire.,
7459,"Many had entered within,","K'i okinaq chupan,",
7460,Within their word.,Chupan ki tzij.,7450
7461,"THEN as well then whey arrived there,","K'ATE puch ta xe'ulik chiri',",
7462,"On its top their citadel Hacavitz its name,","Chuwi' ki tinamit Jaq'awitz u b'i',",
7463,"There therefore they gathered all Tamub,","Chiri' k'ut xekuch wi ronojel Tamub',",
7464,Ilocab they gathered themselves.,Ilokab' xekuchu kib'.,
7465,All nations they rejoiced,Ronojel amaq' xeki'kotik,
7466,When arrived,Ta xe'ulik,
7467,"Co Caib,","K'okaib',",
7468,"Co Acutec,","K'o Akutek,",
7469,Co Ahau.,K'o Ajaw.,
7470,Only there now,Xawi chiri' chik,7460
7471,They received their lordship nations.,Xkik'am wi kajawarem amaq'.,
7472,They rejoiced Rabinals,"Xeki'kotik e Rab'inaleb',",
7473,"Cakchiquels,","E Kaqchekeleb',",
7474,Ah Tziquinahas.,Aj Tz'ikina Ja.,
7475,Only its sign revealed,Xa retal xk'utun,
7476,Before their faces,Chikiwach,
7477,The its greatness lordship.,Ri u nimal ajawarem.,
7478,Great now their essence,Nim chik ki k'oje'ik,
7479,Will come to be nations.,Chuxik amaq'.,
7480,Not first was completed,Ma nab'e xk'is,7470
7481,Then truly therefore their lordship.,Ta qi k'ut kajawarem.,
7482,Where,Are,
7483,They are there,E k'o chiri',
7484,Hacavitz.,Jaq'awitz.,
7485,Only there is with them all that came from coming out sun. Xa k'o kuk' ronojel ri xpe releb'al q'ij.,,
7486,Long time then therefore they did it,Najt chi k'ut xkib'an,
7487,There,Chiri',
7488,On its top mountain.,Chuwi' juyub'.,
7489,Many now,E k'i chik,
7490,All of them.,Chi konojel.,7480
7491,There therefore they died,Chiri' k'ut xekam wi,
7492,Their wives,Kixoqil,
7493,"Balam Quitze,","B'alam Kitze,",
7494,"Balam Acab,","B'alam Aq'ab',",
7495,Mahucutah.,Majukutaj.,
7496,"Then they came,","Ta xepetik,",
7497,They abandoned behind,Xkoqotaj chi kanoq,
7498,The their mountain.,Ri ki juyub'al.,
7499,One other mountain they looked for,Jun chi juyub' xkitzukuj,
7500,Where they settle.,Are ketik'e wi.,7490
7501,Not counted mountains they settled.,Mawi ajilam juyub' xetik'e wi.,
7502,"Then they named,","Ta xekob'i'k,",
7503,Then they gave names as well to them,Ta xeb'i'naj puch chire,
7504,"They gathered together,","Xemolomanik,",
7505,They became strong,Xech'ijomanik,
7506,"First our mothers,","E nab'e qa chuch,",
7507,First our fathers.,E nab'e qa qajaw.,
7508,They said ancient people,Xecha' ojer taq winaq,
7509,"When they spoke,","Ta xkitzijoj,",
7510,Then they vacated as well,Ta xkitolob'a' pu,7500
7511,Behind,Kanajoq,
7512,"First their citadel,","Nab'e ki tinamit,",
7513,Hacavitz its name,Jaq'awitz u b'i',
7514,Then they arrived again therefore there,Ta xe'ul chi k'u chiri',
7515,They began again,Xkitikilib'ej chik,
7516,A citadel,Jun tinamit,
7517,Chi Quix its name.,Chi K'ix u b'i'.,
7518,Long time again they did there,Najt chi xkib'an chiri',
7519,On its top one division citadel.,Chuwi' ju ch'ob' tinamit.,
7520,"They begat daughters,","Kemi'alanik,",7510
7521,They begat sons as well,Kek'ajolanik puch,
7522,There theirs they were.,Chiri' ke e k'o taq wi.,
7523,"These four mountains these,","Are' taq kaji juyub' wa',",
7524,Only one shall enter,Xa jun xchok wi,
7525,Its name the their citadel.,U b'i' ri ki tinamit.,
7526,"They married their daughters,","Xkik'ulub'a' ki mi'al,",
7527,Their sons only they would give as a gift.,Ki k'ajol xaqi chikisipaj.,
7528,"Only act of compassion,","Xa toq'ob'anik,",
7529,Only also as presents they would do it.,Xa pu mayjanik chikib'ano.,
7530,Their payment their daughters they would receive.,Rajil ki mi'al chikik'amo.,7520
7531,Only good their existence they did.,Xa utz ki k'oje'ik xkib'ano.,
7532,Then they passed through there on its top,Ta xe'ik'o chiri' chuwi',
7533,Each division of citadel.,Ju taq ch'ob' chi tinamit.,
7534,These its names,Wa' taq u b'i',
7535,Chi Quix:,E Chi K'ix:,
7536,"Chi Chac,","Chi Chak,",
7537,"Humetaha,","Jumeta Ja,",
7538,"Culba,","K'ulb'a,",
7539,"Cavinal,",Kawinal,
7540,Their names mountains.,U b'i' juyub'.,7530
7541,They tarried,Xeyaluj wi,
7542,"When therefore they investigated the mountain,","Are k'ut kakinik'wachij ri juyub',",
7543,Their citadel as well.,Ki tinamit puch.,
7544,Residence mountain they look for.,Ulaj juyub' kakitzukuj.,
7545,They therefore many now all of them.,E k'u k'i chik chi konojel.,
7546,Only therefore dead,Xa k'u kaminaqoq,
7547,"The receivers lordship its coming out sun,","Ri k'amol ajawarem releb'al q'ij,",
7548,Grandfathers now they arrived there,E mamaxel chik xe'ul chiri',
7549,On its top each citadel.,Chuwi' jujun tinamit.,
7550,Not surely they received their faces.,Ma na xuk'am ki wach,7540
7551,They passed through,Ri xe'ik'o wi,
7552,"Numerous hither afflictions,","Je taq wi uloq k'axk'ol,",
7553,Misfortunes they did.,Ra'il xkib'ano.,
7554,Until its long time they discovered,K'a u najt xkiriq wi,
7555,Their citadel,Ki tinamit,
7556,"Grandfathers,","E mamaxel,",
7557,As well fathers.,E pu qajawixel.,
7558,This therefore its name citadel,Wa' k'u u b'i' tinamit,
7559,They arrived at:,E xe'ul wi:,
7560,"CHI IZMACHI therefore,","CHI ISMACHI' k'ut,",7550
7561,Its name mountain their citadel they dwelt.,U b'i' juyub' ki tinamit xek'oje' wi.,
7562,"Next also they settled,","Chi nay puch xe'amaq'elab' wi,",
7563,There therefore they attempted glory.,Chiri' k'ut xkitij wi q'aq'al.,
7564,"Was ground their lime plaster,","Xk'aj ki chun,",
7565,"Their whitewash,","Ki sajkab',",
7566,"In fourth generation lords,","Chukaj le oq ajawab',",
7567,"Said therefore the Co Nache,","Xecha' k'u ri K'o Nache',",
7568,"Only Beleheb Queh,",Xu B'elejeb' Kej,
7569,With as well Magistrate Lord.,Ruk' puch Q'alel Ajaw.,
7570,"Then lorded therefore Lord Co Tuha,","Ta xajawar k'ut Ajaw K'o Tuja,",7560
7571,"With Iztayul their names,","Ruk' Istayul ki b'i',",
7572,"Ah Pop,","Aj Pop,",
7573,Ah Pop Reception House.,Aj Pop K'am Ja.,
7574,They lorded there,Xe'ajawar chiri',
7575,Chi Izmachi.,Chi Ismachi'.,
7576,"Very good citadel it became,","Utzilaj tinamit xuxik,",
7577,They made it.,Xkib'ano.,
7578,Only therefore three the great houses came to be there,Xa k'u oxib' ri nim ja xux chiri',
7579,Chi Izmachi.,Chi Ismachi'.,
7580,There were not the one score four great houses.,Maja b'i'oq ri juwinaq kajib' chi nim ja.,7570
7581,Still three their great houses.,K'a oxib' oq ki nim ja.,
7582,Only one its great house,Xa jun u nim ja,
7583,Cavecs.,Kaweqib'.,
7584,Only therefore one great house,Xa k'u jun nim ja,
7585,Before Nihaibs.,Chuwach Nijaib'ab'.,
7586,Only as well one,Xa nay pu jun,
7587,Of Ahau Quichés.,Rech Ajaw K'iche'.,
7588,Only two enchantment great houses,Xaqi kaib' chi kumatzil nim ja,
7589,The two divisions of lineage,Ri ka ch'ob' chi chinamit,
7590,There were at Chi Izmachi.,Are e k'o Chi Ismachi'.,7580
7591,Only one their hearts.,Xa jun ki k'u'x.,
7592,"There were not bad feelings,","Maja b'i kitzelal,",
7593,There was not as well their anger.,Ma pu ja b'i ki kayewal.,
7594,Only steadfast,Xa li'anik,
7595,Lordship.,Ajawarem.,
7596,"There was not their contention,","Maja b'i ki ch'a'oj,",
7597,Their disturbances as well.,Ki yujuj puch.,
7598,"Only purity,","Xa saq,",
7599,Only sense of community there is in their hearts.,Xa amaq' k'o chi ki k'u'x.,
7600,"There was not left facing,","Maja b'i moxwachinik,",7590
7601,There was not as well fire facing,Ma pu ja b'i q'aq'wachinik,
7602,They did.,Xkib'ano.,
7603,Still small their glory.,K'a ch'uti'noq ki q'aq'al.,
7604,"Not yet they have pulled it together,","Maja ki kanuk'maijoq,",
7605,Not as well they have become great.,Maja pu kanimaroq.,
7606,"Then they tried it therefore,","Ta xkitij k'ut,",
7607,They strengthened shield,Xkikowisaj pokob',
7608,There,Chiri',
7609,Chi Izmachi.,Chi Ismachi'.,
7610,Certainly sign therefore their lordship this when they did it. Xretal k'ut kajawarem ri' ta xkib'ano.,,
7611,"Certainly sign their glory,","Xretal ki q'aq'al,",
7612,Sign as well their greatness.,Retal nay pu ki nimal.,
7613,"Then it was seen therefore by Ilocab,","Ta xil k'ut rumal Ilokab',",
7614,Then was created war by Ilocab.,Ta xwinaqir lab'al rumal Ilokab'.,
7615,They desired he be murdered the lord Co Tuja.,Xraj ul kamisaxoq ri ajaw K'o Tuja.,
7616,Only therefore one lord they desired therefore themselves. Xa k'u jun ajaw xraj k'u kib'.,,
7617,"This the lord Iztayul they desired to convince,","Are' ri ajaw Istayul xraj ki tijoj,",
7618,They wanted that he be convinced by Ilocab to kill.,Xraj tijox kumal Ilokab' chi kamisanik.,
7619,Not therefore went out,Ma k'u xel aponoq,
7620,Their left facedness behind his back lord Co Tuja.,Ki moxwachib'al chirij ajaw K'o Tuja.,7610
7621,Only behind their backs it fell.,Xa chikij xqaj wi.,
7622,Not first died then the lord by Ilocab.,Ma nab'e xkam ta ri ajaw rumal Ilokab'.,
7623,"Thus its foundation disturbance,",Keje' k'ut u xe'najik yujuj,
7624,Clamor war as well.,Ch'akimal lab'al puch.,
7625,"They invade first citadel,","Xkokib'ej nab'e tinamit,",
7626,They went as killers.,Xeb'ek e kamisanel.,
7627,"This then therefore they desired,","Are' ta k'u xkaj,",
7628,The loss then their faces Quichés.,Ri sach ta u wach K'iche'.,
7629,"Only then by themselves they exercised lordship in their hearts,","Xa ta ki tukel xajawarik chi ki k'u'x,",
7630,Only therefore they arrived to receive.,Xa k'u are' xe'ul k'amoq.,7620
7631,"They were captured,","Xeteleche'xik,",
7632,They were despoiled therefore.,Xekanab'ix puch.,
7633,Not many again,Mawi jarub' chik,
7634,Were liberated of them.,Xkolotaj chike.,
7635,"Then began therefore sacrificing,","Ta xtiker k'ut pusunik,",
7636,They sacrificed the Ilocab before his face god.,Xepus ri Ilokab' chuwach k'ab'awil.,
7637,This now payment their offense came to be,Are' chik tojb'al ki mak xuxik,
7638,By lord Co Tuja.,Rumal ajaw K'o Tuja.,
7639,"Many therefore entered into captivity,","K'i chi k'ut xok chi munil,",
7640,"They were enslaved,","Xe'alab'ilaxik,",7630
7641,They were made to be servants as well.,Xewinaqix puch.,
7642,Only they went to give themselves,Xa xb'e kiya' kib',
7643,To being defeated,Chi ch'akix,
7644,Because of their clamor war,Rumal ki nuk'b'al lab'al,
7645,"Behind lord,","Chirij ajaw,",
7646,Behind canyon-citadel.,Chirij siwan tinamit.,
7647,"Ruined,","Xmaixik,",
7648,"Mocked then its face their lordship Quichés,",Xk'utux ta u wach rajawal K'iche',
7649,Desired their hearts.,Xraj ki k'u'x.,
7650,Not therefore it was done.,Ma k'u xb'anatajik.,7640
7651,Thus its creation,Keje' k'ut u winaqirik,
7652,Their sacrifice people before his face god.,U pusik winaq chuwa k'ab'awil.,
7653,Then they made the shield,Ta xb'an ri pokob',
7654,War its root,Lab'al u xe',
7655,"Then they began its shielding citadel Chi Izmachi,","Ta xtikarik u pokob'axik tinamit Chi Ismachi',",
7656,There began its foundation glory.,Chila' xtikar wi u xe'najik q'aq'al.,
7657,"Because of this certainly great his lordship Quiché lord,","Rumal ri' xa xnim wi rajawarem K'iche' ajaw,",
7658,Everywhere enchanted lords.,Jumaj e nawal ajawab'.,
7659,"There was not their humiliation,","Xma k'o wi ki yoq'otaj wi,",
7660,There ws not mockery would enter to them.,Xma k'o wi alachinaq chok chike.,7650
7661,Only makers to greatness,Xawi b'anol rech nimal,
7662,Lordship.,Ajawarem.,
7663,"There they put down roots Chi Izmachi,","Chiri' xe'najinaq wi Chi Ismachi',",
7664,There became great their bloodletting god.,Chiri' xnimar wi u k'ixik k'ab'awil,
7665,"They would be afraid now,","Chixib'in chik,",
7666,"They feared as well all nations,","Xuxib'ij pu rib' ronojel amaq',",
7667,"Small nations,","Ch'uti amaq',",
7668,Great nations.,Nima amaq'.,
7669,They witnessed their entrance,Xkiwachij rokik,
7670,Captive people.,Teleche' winaq.,7660
7671,"They sacrificed,","Xkipusu,",
7672,"They killed,","Xkikamisaj,",
7673,"By their glory,","Rumal ki q'aq'al,",
7674,"Their sovereignty,","Ki tepewal,",
7675,"The lord Co Tuha,","Ri ajaw K'o Tuja,",
7676,"Lord Iztayul,","Ajaw Istayul,",
7677,"With Nihaibs,","Ruk' Nijaib'ab',",
7678,Ahau Quichés.,Ajaw K'iche'.,
7679,Only three divisions of lineages were,Xa ox ch'ob' chi chinamit xk'oje',
7680,There Chi Izmachi its name citadel,Chiri' Chi Ismachi' u b'i' tinamit,7670
7681,"Still there again as well they began to feast,","K'a chiri' chi nay puch xkitikib'a' wi wa'im,",
7682,To drink to their daughters.,Uk'aja chirech ki mi'al.,
7683,Then they celebrated hither.,Ta xkisi'j uloq.,
7684,This their gathering together,Are' ki kuchb'al kib',
7685,"The Three Great Houses,","Ri Oxib' Chi Nim Ja,",
7686,Their names by them.,U b'i' kumal.,
7687,"There therefore they would drink their drinks,","Chiri' k'ut chikuk'aj wi kuk'ia',",
7688,"There as well they would eat their food,","Chiri' puch chikiwej wi ki wa,",
7689,"Their price their sisters,","Rajil kanab',",
7690,Their price as well daughters.,Rajil pu mi'al.,7680
7691,Only joy in their hearts,Xa ki'kotem chi ki k'u'x,
7692,Then they did.,Ta xkib'ano.,
7693,"They feasted,","Xewa'ik,",
7694,They ate within their great houses.,Xe'echa' chupan ki nim ja.,
7695,"“Only our giving of thanks,","“Xa qa k'amowab'al,",
7696,"Our gratitude,","Xa pu qa paq'ub'al,",
7697,"To our sign our agreement,","Chirech qetal qa tzijel,",
7698,"Its sign our word,","Retal qa tzij,",
7699,"Upon woman child,","Chuwi' ixoq al,",
7700,"Man child,” they said.","Achij al,” xecha'.",7690
7701,"There they gave names hither,","Chila' xkob' wi uloq,",
7702,There as well they named,Chila' puch xkib'ij wi,
7703,"Their lineages selves,","Ki chinamit kib',",
7704,"Seven nations selves,","Wuq amaq' kib',",
7705,Their cities selves.,Ki tikpan kib'.,
7706,"“We have intermarried,","“Qa k'ulel qib',",
7707,"We Cavecs,","Oj Qawikib',",
7708,We Nihaibs,Oj Nijaib',
7709,"We as well Ahau Quichés,” they said.","Oj pu Ajaw K'iche',” xecha'.",
7710,"Three lineages,","E oxib' chinamit,",7700
7711,Three as well great houses.,Oxib' puch nim ja.,
7712,Long time therefore they did there,Najt k'ut xkib'an chiri',
7713,Chi Izmachi.,Chi Ismachi'.,
7714,"Then they discovered again,","Ta xkiriq chik,",
7715,"Then they saw as well,","Ta xkil puch,",
7716,One other citadel.,Jun chik tinamit.,
7717,They abandoned on its top the Chi Izmachi.,Xkoqotaj chiwi' ri Chi Ismachi'.,
7718,"THEN as well then they rose up again hither,","K'ATE puch ta xeyakataj chi uloq,",
7719,They arrived there in citadel.,Xe'ul chiri' pa tinamit.,
7720,Cumarcaah its name,Q'umarkaj u b'i',7710
7721,By Quichés it would be called.,Kumal K'iche' chuchaxik.,
7722,"Then they arrived now lords,","Ta xe'ul chik ajawab',",
7723,"Co Tuha,","K'o Tuja,",
7724,"With Cucumatz,","Ruk' Q'ukumatz,",
7725,With as well all lords.,Ruk' puch ronojel ajawab'.,
7726,"There were five changes,","Xro k'exoq,",
7727,There were five generations as well people,Xro le'a puch winaq,
7728,"Its root light,","U xe' saq,",
7729,"Its root nation,","U xe' amaq',",
7730,"Its root life,","U xe' k'aslem,",7720
7731,Creation.,Winaqirem.,
7732,There therefore many they made their homes.,Chiri' k'ut k'i xkib'an wi kochoch.,
7733,There as well they made their houses gods.,Chiri' nay puch xkib'an wi rochoch k'ab'awil.,
7734,At its center,Chu nik'ajal,
7735,Its top citadel they gave it.,U wi' tinamit xkiya' wi.,
7736,"Then they arrived,","Ta xe'ulik,",
7737,Then they planted as well.,Ta xkitikilib'ej puch.,
7738,Then as well its greatness now,K'ate puch u nimarik chik,
7739,Their lordship.,Kajawarem.,
7740,"Many now,","E k'i chik,",7730
7741,As well crowded now.,E pu tzatz chik.,
7742,Then they planned now,Ta xkina'ojij chik,
7743,Their great houses.,Ki nim ja.,
7744,"They were gathered,","Xemoloxik,",
7745,"They were divided as well,","Xejachajox puch,",
7746,Because generated their contention.,Rumal xwinaqir ki ch'a'oj.,
7747,They envied one another,Xeq'aq'wachin chi kib',
7748,"Upon their price their sisters,","Chuwi' rajil kanab',",
7749,Their price their daughters.,Rajil ki mi'al.,
7750,"Because only not now sustenance,","Rumal xa mawi chi tzaqon,",7740
7751,Their drink before their faces.,Kuk'ia chikiwach.,
7752,This now therefore its root now,Are' chi k'ut u xe' chik,
7753,Their division selves.,Ki jachowik kib'.,
7754,"Then they turned on each other,","Ta xkitzolb'ej kib',",
7755,Turning over,Tzolkaqb'ej,
7756,"Bones,","B'aq,",
7757,Their skulls dead.,U jolom kaminaq.,
7758,They infuriated each other.,Xkiq'aq'b'ej kib'.,
7759,Then they split apart,Ta xkipax,
7760,The nine lineages.,Ri b'ele taq chi chinamit.,7750
7761,Was made its contention,Xb'anomoq u ch'a'ojil,
7762,"Sisters,","Anab',",
7763,Daughters.,Mi'al.,
7764,"Then was made its conception lordship,","Ta xb'an u na'ojixik ajawarem,",
7765,One score four great houses came to be.,Juwinaq kajib' chi nim ja xuxik.,
7766,Anciently they arrive all of them there,Xojeroq ke'ulik konojel chiri',
7767,On its top their citadel.,Chuwi' ki tinamit.,
7768,Then they completed,Ta xetz'aqat,
7769,One score four great houses,Juwinaq kajib' nim ja,
7770,There,Chiri',7760
7771,In citadel Cumarcah.,Pa tinamit Q'umarkaj.,
7772,It was blessed,Xutzirisaxik,
7773,By lord bishop,Rumal Sor. obispo,
7774,The citadel,Ri tinamit,
7775,Until it was abandoned behind.,K'a xtole' kanoq.,
7776,"They were advanced in rank there,","Xeq'aq'ar chiri',",
7777,Were differentiated,Xnuk'mayijinaq oq,
7778,"Their benches,","Ki tem,",
7779,"Their cushions,","Ki ch'akat,",
7780,"Set apart their faces,","Xjachatzox ki wach,",7770
7781,Each by glory.,Ju taq wi chi q'aq'.,
7782,"Each one of lords,","Jujun chi ajawab',",
7783,Nine lineages set themselves apart:,B'elejeb' taq chi chinamit xuk'olela' rib':,
7784,"Nine lords Cavecs,","B'elejeb' chi ajawab' Kaweqib',",
7785,"Nine lords Nihaibs,","B'elejeb' chi ajawab' Nijaib'ab',",
7786,"Four lords Ahau Quichés,","Kaji chi ajawab' Ajaw K'iche',",
7787,Two Ahau Zaquics.,Kaib' chi Ajaw Saqikib'.,
7788,"Many they came to be,","K'iya taq xuxik,",
7789,Many as well behind each of lords.,K'i chi nay puch chirij jujun ajawab'.,
7790,"Only its first they are at head their vassals,","Xa u nab'e ri k'o chiwi' ral,",7780
7791,Their servants.,U k'ajol.,
7792,"Crowded,","Tzatz,",
7793,Crowded his lineage each of lords.,Tzatz u chinamital jujun chi ajawab'.,
7794,We shall tell,Chiqab'ij,
7795,Their names the lords,Ki b'i' ri ajawab',
7796,"Each one of them,","Chujujunal,",
7797,Each one his great house.,Jujun u nim ja.,
7798,THESE therefore their names lords before their faces Cavecs.,WA'E k'ute ki b'i' ajawab' chuwach Kaweqib'.,
7799,This first lord this:,Are' nab'e ajaw wa':,
7800,"Ah Pop,","Aj Pop,",7790
7801,Ah Pop Reception House;,Aj Pop K'am Ja;,
7802,"Ah Tohil,","Aj Tojil,",
7803,Ah Cucumatz;,Aj Q'ukumatz;,
7804,"Great Steward Cavec,","Nim Ch'okoj Kaweq,",
7805,Councilor of Stacks;,Popol Winaq chi T'uy;,
7806,"Emissary Deer House,","Lolmet Kej Nay,",
7807,"Councilor in Ballcourt Punishment,","Popol Winaq pa Jom Tzalatz',",
7808,Its Mother Reception House.,U Chuch K'am Ja.,
7809,THESE therefore lords,ARE' k'ut ajawab',
7810,These before their faces Cavecs.,Ri' chuwach Kaweqib'.,7800
7811,"Nine lords there are their great houses each of them,","B'elejeb' chi ajawab' k'oloje' u nim ja chujujunal,",
7812,Then now would show their faces.,K'ate chik chiwachin u wach.,
7813,THESE next therefore lords these before their faces Nihaibs.,ARE' chi k'u ajawab' wa' chuwach Nijaib'ab'.,
7814,This first lord this:,Are' nab'e ajaw wa':,
7815,"Lord Magistrate,","Ajaw Q'alel,",
7816,Lord Herald Person;,"Ajaw Aj Tzik' Winaq,",
7817,"Magistrate Reception House,","Q'alel K'am Ja,",
7818,Great Reception House;,Nima K'am Ja;,
7819,"Its Mother Reception House,","U Chuch K'am Ja,",
7820,Great Steward Nihaibs;,Nim Ch'okoj Nijaib'ab';,7810
7821,"Aulix,","Awilix,",
7822,"Yacolatam, or its corner mat, Zaclatol","Yakolatam (u tza'm pop) Saklatol,",
7823,Great Emissary Giver of Sprouts.,Nima Lolmet Ye'ol T'ux.,
7824,Nine therefore lords before Nihaibs.,B'elejeb' k'ut chi ajawab' chuwach Nijaib'ab'.,
7825,THESE next therefore Ahau Quichés these.,ARE' chi k'ut Ajaw K'iche' wa'.,
7826,These their names lords:,Wa'e ki b'i' ajawab':,
7827,"Speaker Person,","Aj Tzik' Winaq,",
7828,"Lord Emissary,","Ajaw Lolmet,",
7829,"Lord Great Steward Ahau [Quichés],","Ajaw Nim Ch'okoj Ajaw [K'iche'],",
7830,Lord Hacavitz.,Ajaw Jaq'awitz.,7820
7831,Four lords before their faces Ahau Quichés,Kajib' ajawab' chuwach Ajaw K'iche'eb',
7832,There are its great house.,K'oleje' u nim ja.,
7833,"TWO lineages as well,","KAIB' chinamit chi nay puch,",
7834,Zaquic lords:,Saqikib' ajawab':,
7835,"Maize Flower House,","Tz'utuju Ja,",
